document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
affiliation_errors_openalex,34,31,0,3,0,0,0,170.08,48.03,139.14,122.24,1632.9,139709,4152,143861,4,0.032924,0.04,0.072924
algorithms-19-00509,52,48,0,4,0,0,0,347.69,68.57,149.05,143.66,3565.47,588360,18259,606619,20,0.139583,0.2,0.339583
hall_next_research,84,33,9,18,24,0,0,706.27,145.66,296.39,229.84,12235.78,2275966,72033,2347999,110,0.541631,1.1,1.641631
journal.pone.0325168,115,103,2,9,1,0,0,617.32,98.96,249.37,227.2,11380.33,932820,29130,961950,43,0.221519,0.43,0.651519
journal.pone.0334595,43,38,0,5,0,0,0,319.93,80.34,218.49,214.4,3454.53,269138,8694,277832,9,0.064261,0.09,0.154261
journal.pone.0345850,91,65,0,4,22,0,0,415.38,139.03,263.41,238.06,12651.92,1740103,51544,1791647,76,0.409872,0.76,1.169872
journal.pone.0349889,91,79,0,12,0,0,0,351.1,75.71,235.94,172.0,6889.26,846678,25570,872248,25,0.20002,0.25,0.45002
journal.pone.0352338,43,36,1,6,0,0,0,265.99,73.19,151.44,130.1,3147.08,598903,20224,619127,21,0.144049,0.21,0.354049
preprint-61779311834433-61779357373981,42,39,0,3,0,0,0,258.58,83.74,213.71,199.62,3516.96,404650,11649,416299,14,0.094911,0.14,0.234911
s12889-026-27943-8_reference,34,24,0,7,3,0,0,204.43,167.45,193.63,189.31,5693.2,1057392,33217,1090609,46,0.25134,0.46,0.71134
