document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
2606.12619v1_Constraining_the_Low-p_T_ηπ^0_Ratio_for_Direct-Photon_Analys,32,31,1,0,0,0,0,143.1,66.12,136.98,117.35,2115.87,486645,16742,503387,13,0.146775,0.065,0.211775
2606.12627v1_Two_pathways_to_diapycnal_mixing_in_strongly_stratified_flow,52,49,0,2,1,0,0,154.76,26.27,142.98,80.61,1365.9,173931,7677,181608,5,0.054998,0.025,0.079999
2606.12634v1_Keep_Policy_Gradient_in_Charge_Sibling-Guided_Credit_Distill,23,15,0,2,6,0,0,135.43,42.16,82.04,76.42,969.6,173410,5258,178668,5,0.05124,0.025,0.07624
"2606.12652v1_A_mean_field_approach_to_multiple,_long-delayed_systems",31,24,0,5,2,0,0,563.21,76.32,536.39,79.77,2365.81,1041222,38384,1079606,38,0.370194,0.25,0.620194
AndyW_Dissertation_Limit,271,249,2,20,0,0,0,773.25,76.56,369.12,291.86,20747.01,2488271,77083,2565354,92,1.179267,0.675,1.854266
BD_money_in_bank_preprint,85,76,0,5,4,0,0,564.07,98.57,423.52,323.14,8378.71,1137526,39555,1177081,45,0.673503,0.37,1.043502
Cannabis_in_the_Capital__Manuscript,52,41,4,7,0,0,0,568.57,125.4,475.2,290.3,6520.88,709884,23691,733575,22,0.231361,0.125,0.356362
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,17,2,1,4,0,0,508.46,211.69,480.68,441.26,5080.51,570258,20420,590678,50,0.37603,0.465,0.84103
Fingerprint_Ridges,38,38,0,0,0,0,0,127.09,55.21,104.27,96.61,2097.99,314276,8279,322555,9,0.090987,0.045,0.135987
GenAI_CrimEvidence,33,32,0,1,0,0,0,268.07,66.23,191.69,155.97,2185.44,689731,22473,712204,18,0.206142,0.09,0.296144
Gunshot_Detection_Literature_Review_Expanded,12,0,4,3,5,0,0,378.54,189.42,359.25,324.76,2273.04,520520,18642,539162,18,0.230053,0.135,0.365054
PredictionMarkets,49,0,49,0,0,0,0,363.66,62.12,103.63,98.49,3043.88,1640443,56921,1697364,45,0.511043,0.225,0.736045
Preprint - The AI Criminal Mastermind - Paper,85,73,3,8,1,0,0,887.32,98.15,485.78,282.95,8343.16,1907464,62440,1969904,73,0.909762,0.535,1.444764
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,23,0,9,0,0,0,240.43,51.13,96.09,72.94,1636.27,762929,27168,790097,21,0.231483,0.105,0.336483
affiliation_errors_openalex,34,31,1,2,0,0,0,85.9,33.58,68.91,67.8,1141.63,140411,5727,146138,4,0.043694,0.02,0.063693
algorithms-19-00509,52,51,0,1,0,0,0,464.33,39.74,288.64,83.32,2066.47,588605,19080,607685,16,0.17577,0.08,0.255771
hall_next_research,84,38,6,15,25,0,0,1215.31,270.77,740.8,528.22,22744.49,2479638,93852,2573490,164,1.581423,1.495,3.076424
journal.pone.0325168,115,103,1,11,0,0,0,1107.2,143.91,496.06,358.13,16549.55,961533,34215,995748,45,0.580561,0.38,0.960561
journal.pone.0334595,43,39,0,4,0,0,0,904.64,173.87,630.06,370.75,7476.35,323152,10714,333866,8,0.11579,0.045,0.16079
journal.pone.0345850,91,67,4,6,14,0,0,793.87,281.95,662.2,638.57,25657.51,1793433,66113,1859546,131,1.277055,1.225,2.502057
journal.pone.0349889,91,81,1,9,0,0,0,726.51,194.23,557.18,473.41,17674.71,927150,31078,958228,26,0.278405,0.13,0.408405
journal.pone.0352338,43,40,0,2,1,0,0,324.91,153.19,324.85,241.83,6587.24,685288,24350,709638,18,0.207847,0.09,0.297847
preprint-61779311834433-61779357373981,42,42,0,0,0,0,0,168.85,65.12,106.61,104.45,2734.88,382491,11658,394149,11,0.113109,0.055,0.16811
s12889-026-27943-8_reference,34,30,1,2,1,0,0,353.71,73.54,342.38,218.0,2500.21,1108387,35924,1144311,49,0.417125,0.35,0.767127
