raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
[11] Alfred Vogel; Vasan Venugopalan. (2003). Mechanisms of Pulsed Laser Ablation of Biological Tissues. Chemical Reviews. https://doi.org/10.1021/cr010379n,journal_article,Mechanisms of Pulsed Laser Ablation of Biological Tissues,Alfred Vogel | Vasan Venugopalan,2003,Chemical Reviews,,,,10.1021/cr010379n,,,,,
[12] J. Bohandy; B. F. Kim; F. J. Adrian. (1986). Metal deposition from a supported metal film using an excimer laser. Journal of Applied Physics. https://doi.org/10.1063/1.337287,journal_article,Metal deposition from a supported metal film using an excimer laser,J. Bohandy | B. F. Kim | F. J. Adrian,1986,Journal of Applied Physics,,,,10.1063/1.337287,,,,,
[13] D. Mayerhofer; F. Keilmann; C. K. N. Patel. (1991). Laser-induced forward transfer of aluminium. Applied Surface Science. https://doi.org/10.1016/0169-4332(91)90072-R,journal_article,Laser-induced forward transfer of aluminium,D. Mayerhofer | F. Keilmann | C. K. N. Patel,1991,Applied Surface Science,,,,10.1016/0169-4332(91)90072-R,,,,,
[14] Y. Nakata; T. Okada; M. Maeda. (2002). Experimental investigation of laser induced forward transfer process of metal thin films. Applied Surface Science. https://doi.org/10.1016/S0169-4332(01)00765-6,journal_article,Experimental investigation of laser induced forward transfer process of metal thin films,Y. Nakata | T. Okada | M. Maeda,2002,Applied Surface Science,,,,10.1016/S0169-4332(01)00765-6,,,,,
"[15] Fabien Guillemot; Agnes Souquet; Sylvain Catros. (2010). Laser-Assisted Cell Printing: Principle, Physical Parameters Versus Cell Fate and Perspectives in Tissue Engineering. Nanomedicine. https://doi.org/10.2217/nnm.10.14",journal_article,"Laser-Assisted Cell Printing: Principle, Physical Parameters Versus Cell Fate and Perspectives in Tissue Engineering",Fabien Guillemot | Agnes Souquet | Sylvain Catros,2010,Nanomedicine,,,,10.2217/nnm.10.14,,,,,
"[16] Sylvain Catros; Bertrand Guillotin; Marketa Bacakova. (2011). Effect of laser energy, substrate film thickness and bioink viscosity on viability of endothelial cells printed by Laser-Assisted Bioprinting. Applied Surface Science. https://doi.org/10.1016/j.apsusc.2010.11.049",journal_article,"Effect of laser energy, substrate film thickness and bioink viscosity on viability of endothelial cells printed by Laser-Assisted Bioprinting",Sylvain Catros | Bertrand Guillotin | Marketa Bacakova,2011,Applied Surface Science,,,,10.1016/j.apsusc.2010.11.049,,,,,
[17] Bela Hopp. (2012). Femtosecond laser printing of living cells using absorbing film-assisted laserinduced forward transfer. Optical Engineering. https://doi.org/10.1117/1.OE.51.1.014302,journal_article,Femtosecond laser printing of living cells using absorbing film-assisted laserinduced forward transfer,Bela Hopp,2012,Optical Engineering,,,,10.1117/1.OE.51.1.014302,,,,,
[18] D. P. Banks; K. Kaur; R. Gazia. (2008). Triazene photopolymer dynamic release layer-assisted femtosecond laser-induced forward transfer with an active carrier substrate. EPL (Europhysics Letters). https://doi.org/10.1209/0295-5075/83/38003,journal_article,Triazene photopolymer dynamic release layer-assisted femtosecond laser-induced forward transfer with an active carrier substrate,D. P. Banks | K. Kaur | R. Gazia,2008,EPL (Europhysics Letters),,,,10.1209/0295-5075/83/38003,,,,,
[19] James Shaw-Stewart; Thomas Lippert; Matthias Nagel. (2012). A simple model for flyer velocity from laser-induced forward transfer with a dynamic release layer. Applied Surface Science. https://doi.org/10.1016/j.apsusc.2011.08.111,journal_article,A simple model for flyer velocity from laser-induced forward transfer with a dynamic release layer,James Shaw-Stewart | Thomas Lippert | Matthias Nagel,2012,Applied Surface Science,,,,10.1016/j.apsusc.2011.08.111,,,,,
[20] Yongxiang Hu; Han Cheng; Jiaxi Xu. (2017). A coupling model to simulate the dynamic process of blister-actuated nanosecond laser-induced forward transfer. Journal of Physics D: Applied Physics. https://doi.org/10.1088/1361-6463/aa7b08,journal_article,A coupling model to simulate the dynamic process of blister-actuated nanosecond laser-induced forward transfer,Yongxiang Hu | Han Cheng | Jiaxi Xu,2017,Journal of Physics D: Applied Physics,,,,10.1088/1361-6463/aa7b08,,,,https://doi.org/10.1088/1361-6463/aa7b08,
[21] Emre Turkoz; Romain Fardel; Craig B. Arnold. (2018). Advances in Blister-Actuated Laser-Induced Forward Transfer (BA-LIFT). Laser Printing of Functional Materials. https://doi.org/10.1002/9783527805105.ch5,book_chapter,Advances in Blister-Actuated Laser-Induced Forward Transfer (BA-LIFT),Emre Turkoz | Romain Fardel | Craig B. Arnold,2018,,,,,10.1002/9783527805105.ch5,9783527805105,Laser Printing of Functional Materials,,https://doi.org/10.1002/9783527805105.ch5,
[22] Brent R. Lewis; Edward C. Kinzel; Normand M. Laurendeau. (2006). Planar laser imaging and modeling of matrix-assisted pulsed-laser evaporation direct write in the bubble regime. Journal of Applied Physics. https://doi.org/10.1063/1.2234542,journal_article,Planar laser imaging and modeling of matrix-assisted pulsed-laser evaporation direct write in the bubble regime,Brent R. Lewis | Edward C. Kinzel | Normand M. Laurendeau,2006,Journal of Applied Physics,,,,10.1063/1.2234542,,,,https://doi.org/10.1063/1.2234542,
[23] Yafu Lin; Kevin Foy; Yong Huang. (2008). Bubble Formation Modeling in Matrix-Assisted PulsedLaser Evaporation Direct Write. ASME International Manufacturing Science and Engineering Conference. https://doi.org/10.1115/MSEC_ICMP2008-72241,conference_paper,Bubble Formation Modeling in Matrix-Assisted PulsedLaser Evaporation Direct Write,Yafu Lin | Kevin Foy | Yong Huang,2008,ASME International Manufacturing Science and Engineering Conference,,,,10.1115/MSEC_ICMP2008-72241,,,,https://doi.org/10.1115/MSEC_ICMP2008-72241,
[24] Muhammad Ali; Emeline Pages; Alexandre Ducom. (2014). Controlling laser-induced jet formation for bioprinting mesenchymal stem cells with high viability and high resolution. Biofabrication. https://doi.org/10.1088/1758-5082/6/4/045001,journal_article,Controlling laser-induced jet formation for bioprinting mesenchymal stem cells with high viability and high resolution,Muhammad Ali | Emeline Pages | Alexandre Ducom,2014,Biofabrication,6,4,045001,10.1088/1758-5082/6/4/045001,,,,https://doi.org/10.1088/1758-5082/6/4/045001,
[25] Jinlong Chang; Xuming Sun. (2023). Laser-induced forward transfer based laser bioprinting in biomedical applications. Frontiers in Bioengineering and Biotechnology. https://doi.org/10.3389/fbioe.2023.1255782,journal_article,Laser-induced forward transfer based laser bioprinting in biomedical applications,Jinlong Chang | Xuming Sun,2023,Frontiers in Bioengineering and Biotechnology,,,,10.3389/fbioe.2023.1255782,,,,https://doi.org/10.3389/fbioe.2023.1255782,
[26] Guenther Paltauf; Peter E. Dyer. (2003). Photomechanical Processes and Effects in Ablation. Chemical Reviews. https://doi.org/10.1021/cr010436c,journal_article,Photomechanical Processes and Effects in Ablation,Guenther Paltauf | Peter E. Dyer,2003,Chemical Reviews,,,,10.1021/cr010436c,,,,https://doi.org/10.1021/cr010436c,
[27] Leonid V. Zhigilei; Barbara J. Garrison. (2000). Microscopic mechanisms of laser ablation of organic solids in the thermal and stress confinement irradiation regimes. Journal of Applied Physics. https://doi.org/10.1063/1.373816,journal_article,Microscopic mechanisms of laser ablation of organic solids in the thermal and stress confinement irradiation regimes,Leonid V. Zhigilei | Barbara J. Garrison,2000,Journal of Applied Physics,,,,10.1063/1.373816,,,,https://doi.org/10.1063/1.373816,
[28] Christos Boutopoulos; Marianneza Chatzipetrou; Athanasios G. Papathanasiou. (2014). Timeresolved imaging and immobilization study of biomaterials on hydrophobic and superhydrophobic surfaces by means of laser-induced forward transfer. Laser Physics Letters. https://doi.org/10.1088/1612-,journal_article,Timeresolved imaging and immobilization study of biomaterials on hydrophobic and superhydrophobic surfaces by means of laser-induced forward transfer,Christos Boutopoulos | Marianneza Chatzipetrou | Athanasios G. Papathanasiou,2014,Laser Physics Letters,11,10,105603,10.1088/1612-2011/11/10/105603,,,,https://doi.org/10.1088/1612-2011/11/10/105603,
"[29] A. L. Yarin. (2006). Drop Impact Dynamics: Splashing, Spreading, Receding, Bouncing. Annual Review of Fluid Mechanics. https://doi.org/10.1146/annurev.fluid.38.050304.092144",journal_article,"Drop Impact Dynamics: Splashing, Spreading, Receding, Bouncing",A. L. Yarin,2006,Annual Review of Fluid Mechanics,,,,10.1146/annurev.fluid.38.050304.092144,,,,https://doi.org/10.1146/annurev.fluid.38.050304.092144,
"[30] Shuqi Zhou; Chaoran Dou; Jianzhi Li; Qiqi Zhang; Qilin Dai; Ben Xu. (2023). Experimental investigation of various energy-absorbing layer materials and sodium alginate viscosities on the jet formation in laser-induced-forward-transfer (LIFT) bioprinting. Journal of Applied Physics, 133, 204701. https://doi.org/10.1063/5.0145737",journal_article,Experimental investigation of various energy-absorbing layer materials and sodium alginate viscosities on the jet formation in laser-induced-forward-transfer (LIFT) bioprinting,Shuqi Zhou | Chaoran Dou | Jianzhi Li | Qiqi Zhang | Qilin Dai | Ben Xu,2023,Journal of Applied Physics,133,,204701,10.1063/5.0145737,,,,https://doi.org/10.1063/5.0145737,
[31] R. C. Y. Auyeung; H. Kim; N. A. Charipar; A. J. Birnbaum; S. A. Mathews; A. Pique. (2011). Laser forward transfer based on a spatial light modulator. Applied Physics A. https://doi.org/10.1007/s00339-,journal_article,Laser forward transfer based on a spatial light modulator,R. C. Y. Auyeung | H. Kim | N. A. Charipar | A. J. Birnbaum | S. A. Mathews | A. Pique,2011,Applied Physics A,,,,10.1007/s00339-010-6054-9,,,,https://doi.org/10.1007/s00339-010-6054-9,
[32] R. Pohl; M. Jansink; G. R. B. E. Romer; A. J. Huis in 't Veld. (2015). Solid-phase laser-induced forward transfer of variable shapes using a liquid-crystal spatial light modulator. Applied Physics A. https://doi.org/10.1007/s00339-015-9212-2,journal_article,Solid-phase laser-induced forward transfer of variable shapes using a liquid-crystal spatial light modulator,R. Pohl | M. Jansink | G. R. B. E. Romer | A. J. Huis in 't Veld,2015,Applied Physics A,,,,10.1007/s00339-015-9212-2,,,,https://doi.org/10.1007/s00339-015-9212-2,
[33] J. Moreno-Labella; R. Candorcio-Simon; D. Munoz-Martin. (2025). Blister-actuated laser-induced forward transfer (BA-LIFT): Understanding blister dynamics for enhanced process control. Optics & Laser Technology. https://doi.org/10.1016/j.optlastec.2024.112087,journal_article,Blister-actuated laser-induced forward transfer (BA-LIFT): Understanding blister dynamics for enhanced process control,J. Moreno-Labella | R. Candorcio-Simon | D. Munoz-Martin,2025,Optics & Laser Technology,,,,10.1016/j.optlastec.2024.112087,,,,https://doi.org/10.1016/j.optlastec.2024.112087,
[34] D. Kim; colleagues. (2024). Dynamics of Blister Actuation in Laser-Induced Forward Transfer for Contactless Microchip Transfer. Nanomaterials. https://doi.org/10.3390/nano14231926,journal_article,Dynamics of Blister Actuation in Laser-Induced Forward Transfer for Contactless Microchip Transfer,D. Kim | colleagues,2024,Nanomaterials,,,,10.3390/nano14231926,,,,https://doi.org/10.3390/nano14231926,
[35] F. Caupin; E. Herbert. (2006). Cavitation in water: a review. Comptes Rendus Physique. https://doi.org/10.1016/j.crhy.2006.10.015,journal_article,Cavitation in water: a review,F. Caupin | E. Herbert,2006,Comptes Rendus Physique,,,,10.1016/j.crhy.2006.10.015,,,,https://doi.org/10.1016/j.crhy.2006.10.015,
[36] S. D. Lubetkin. (2004). Gas-vapor bubble nucleation-a unified approach. Journal of Colloid and Interface Science. https://doi.org/10.1016/j.jcis.2004.06.020,journal_article,Gas-vapor bubble nucleation-a unified approach,S. D. Lubetkin,2004,Journal of Colloid and Interface Science,,,,10.1016/j.jcis.2004.06.020,,,,https://doi.org/10.1016/j.jcis.2004.06.020,
[37] D. Navon; E. Shneidman; S. Brandon. (2015). Vapor-liquid nucleation: the solid touch. Advances in Colloid and Interface Science. https://doi.org/10.1016/j.cis.2014.07.011,journal_article,Vapor-liquid nucleation: the solid touch,D. Navon | E. Shneidman | S. Brandon,2015,Advances in Colloid and Interface Science,,,,10.1016/j.cis.2014.07.011,,,,,
[38] Christopher Earls Brennen. (2013). Cavitation and Bubble Dynamics. Cambridge University Press book. https://doi.org/10.1017/CBO9781107338760,book,Cavitation and Bubble Dynamics,Christopher Earls Brennen,2013,,,,,10.1017/CBO9781107338760,9781107338760,,Cambridge University Press,,
[39] Werner Lauterborn; Thomas Kurz. (2010). Physics of bubble oscillations. Reports on Progress in Physics. https://doi.org/10.1088/0034-4885/73/10/106501,journal_article,Physics of bubble oscillations,Werner Lauterborn | Thomas Kurz,2010,Reports on Progress in Physics,,10,106501,10.1088/0034-4885/73/10/106501,,,,,
[40] J. R. Blake; D. C. Gibson. (1987). Cavitation Bubbles Near Boundaries. Annual Review of Fluid Mechanics. https://doi.org/10.1146/annurev.fl.19.010187.000531,journal_article,Cavitation Bubbles Near Boundaries,J. R. Blake | D. C. Gibson,1987,Annual Review of Fluid Mechanics,,,,10.1146/annurev.fl.19.010187.000531,,,,,
[41] Rui Zhao; Zhong-cheng Liang; Rong-qing Xu. (2008). Dynamics of Laser-Induced Cavitation Bubble near Solid Boundary. Japanese Journal of Applied Physics. https://doi.org/10.1143/JJAP.47.5482,journal_article,Dynamics of Laser-Induced Cavitation Bubble near Solid Boundary,Rui Zhao | Zhong-cheng Liang | Rong-qing Xu,2008,Japanese Journal of Applied Physics,,,5482,10.1143/JJAP.47.5482,,,,,
[42] Daniel X. Hammer; Robert J. Thomas; Martin Frenz. (1996). Shock wave and cavitation bubble measurements of ultrashort-pulse laser-induced breakdown in water. SPIE Proceedings. https://doi.org/10.1117/12.239605,conference_paper,Shock wave and cavitation bubble measurements of ultrashort-pulse laser-induced breakdown in water,Daniel X. Hammer | Robert J. Thomas | Martin Frenz,1996,SPIE Proceedings,,,,10.1117/12.239605,,,,,
[43] R. Candorcio-Simon; D. Munoz-Martin; colleagues. (2021). Cavitation bubble evidence in BA-LIFT processes. Results in Physics. https://doi.org/10.1016/j.rinp.2021.103955,journal_article,Cavitation bubble evidence in BA-LIFT processes,R. Candorcio-Simon | D. Munoz-Martin | colleagues,2021,Results in Physics,,,103955,10.1016/j.rinp.2021.103955,,,,,
[44] P. Prentice; S. Zolotovskaya; E. Rafailov. (2010). Novel laser-induced cavitation: the constrained ring bubble. Proceedings of SPIE. https://doi.org/10.1117/12.837463,conference_paper,Novel laser-induced cavitation: the constrained ring bubble,P. Prentice | S. Zolotovskaya | E. Rafailov,2010,Proceedings of SPIE,,,,10.1117/12.837463,,,,,
[45] A. Soare; R. Dijkink; M. Rodriguez Pascual; C. Sun; P. W. Cains; D. Lohse; A. I. Stankiewicz; H. J. M. Kramer. (2011). Crystal Nucleation by Laser-Induced Cavitation. Crystal Growth & Design. https://doi.org/10.1021/cg2000014,journal_article,Crystal Nucleation by Laser-Induced Cavitation,A. Soare | R. Dijkink | M. Rodriguez Pascual | C. Sun | P. W. Cains | D. Lohse | A. I. Stankiewicz | H. J. M. Kramer,2011,Crystal Growth & Design,,,,10.1021/cg2000014,,,,,
"[46] Brian Derby. (2010). Inkjet Printing of Functional and Structural Materials: Fluid Property Requirements, Feature Stability, and Resolution. Annual Review of Materials Research. https://doi.org/10.1146/annurev-matsci-070909-104502",journal_article,"Inkjet Printing of Functional and Structural Materials: Fluid Property Requirements, Feature Stability, and Resolution",Brian Derby,2010,Annual Review of Materials Research,,,,10.1146/annurev-matsci-070909-104502,,,,,
[47] Detlef Lohse. (2022). Fundamental Fluid Dynamics Challenges in Inkjet Printing. Annual Review of Fluid Mechanics. https://doi.org/10.1146/annurev-fluid-022321-114001,journal_article,Fundamental Fluid Dynamics Challenges in Inkjet Printing,Detlef Lohse,2022,Annual Review of Fluid Mechanics,,,,10.1146/annurev-fluid-022321-114001,,,,,
[48] Stephen D. Hoath; Oliver G. Harlen; Ian M. Hutchings. (2012). Jetting behavior of polymer solutions in drop-on-demand inkjet printing. Journal of Rheology. https://doi.org/10.1122/1.4724331,journal_article,Jetting behavior of polymer solutions in drop-on-demand inkjet printing,Stephen D. Hoath | Oliver G. Harlen | Ian M. Hutchings,2012,Journal of Rheology,,,,10.1122/1.4724331,,,,,
[49] Nuno Reis; Chris Ainsley; Brian Derby. (2005). Ink-jet delivery of particle suspensions by piezoelectric droplet ejectors. Journal of Applied Physics. https://doi.org/10.1063/1.1888026,journal_article,Ink-jet delivery of particle suspensions by piezoelectric droplet ejectors,Nuno Reis | Chris Ainsley | Brian Derby,2005,Journal of Applied Physics,,,,10.1063/1.1888026,,,,,
[50] Osman A. Basaran. (2002). Small-scale free surface flows with breakup: Drop formation and emerging applications. AIChE Journal. https://doi.org/10.1002/aic.690480902,journal_article,Small-scale free surface flows with breakup: Drop formation and emerging applications,Osman A. Basaran,2002,AIChE Journal,,,,10.1002/aic.690480902,,,,,
[51] C. Josserand; S. T. Thoroddsen. (2016). Drop Impact on a Solid Surface. Annual Review of Fluid Mechanics. https://doi.org/10.1146/annurev-fluid-122414-034401,journal_article,Drop Impact on a Solid Surface,C. Josserand | S. T. Thoroddsen,2016,Annual Review of Fluid Mechanics,,,,10.1146/annurev-fluid-122414-034401,,,,,
[52] Qingfeng Li; David Grojo; Anne-Patricia Alloncle. (2019). Jetting regimes of double-pulse laserinduced forward transfer. Optical Materials Express. https://doi.org/10.1364/OME.9.003476,journal_article,Jetting regimes of double-pulse laserinduced forward transfer,Qingfeng Li | David Grojo | Anne-Patricia Alloncle,2019,Optical Materials Express,,,,10.1364/OME.9.003476,,,,,
[53] Emre Turkoz; SeungYeon Kang; Luc Deike. (2018). Subthreshold laser jetting via flow-focusing in laser-induced forward transfer. Physical Review Fluids. https://doi.org/10.1103/PhysRevFluids.3.082201,journal_article,Subthreshold laser jetting via flow-focusing in laser-induced forward transfer,Emre Turkoz | SeungYeon Kang | Luc Deike,2018,Physical Review Fluids,,,,10.1103/PhysRevFluids.3.082201,,,,,
[54] Alfred Vogel; Joachim Noack. (1998). Shock-wave energy and acoustic energy dissipation after laser-induced breakdown. SPIE Proceedings. https://doi.org/10.1117/12.308163,conference_paper,Shock-wave energy and acoustic energy dissipation after laser-induced breakdown,Alfred Vogel | Joachim Noack,1998,SPIE Proceedings,,,,10.1117/12.308163,,,,,
[55] Y. Nakata; T. Okada; M. Maeda. (2002). Optimization of laser-induced forward transfer process of metal thin films. Applied Surface Science. https://doi.org/10.1016/S0169-4332(02)00351-3,journal_article,Optimization of laser-induced forward transfer process of metal thin films,Y. Nakata | T. Okada | M. Maeda,2002,Applied Surface Science,,,,10.1016/S0169-4332(02)00351-3,,,,,
[56] Andrea Prosperetti. (1982). A generalization of the Rayleigh-Plesset equation of bubble dynamics. The Physics of Fluids. https://doi.org/10.1063/1.863775,journal_article,A generalization of the Rayleigh-Plesset equation of bubble dynamics,Andrea Prosperetti,1982,The Physics of Fluids,,,,10.1063/1.863775,,,,,
[57] C. W. Hirt; B. D. Nichols. (1981). Volume of fluid (VOF) method for the dynamics of free boundaries. Journal of Computational Physics. https://doi.org/10.1016/0021-9991(81)90145-5,journal_article,Volume of fluid (VOF) method for the dynamics of free boundaries,C. W. Hirt | B. D. Nichols,1981,Journal of Computational Physics,,,,10.1016/0021-9991(81)90145-5,,,,,
[58] Mark Sussman; Peter Smereka; Stanley Osher. (1994). A Level Set Approach for Computing Solutions to Incompressible Two-Phase Flow. Journal of Computational Physics. https://doi.org/10.1006/jcph.1994.1155,journal_article,A Level Set Approach for Computing Solutions to Incompressible Two-Phase Flow,Mark Sussman | Peter Smereka | Stanley Osher,1994,Journal of Computational Physics,,,,10.1006/jcph.1994.1155,,,,,
[59] Ruben Scardovelli; Stephane Zaleski. (1999). Direct Numerical Simulation of Free-Surface and Interfacial Flow. Annual Review of Fluid Mechanics. https://doi.org/10.1146/annurev.fluid.31.1.567,journal_article,Direct Numerical Simulation of Free-Surface and Interfacial Flow,Ruben Scardovelli | Stephane Zaleski,1999,Annual Review of Fluid Mechanics,,,,10.1146/annurev.fluid.31.1.567,,,,,
"[60] Jie Qu; Chaoran Dou; Ben Xu; Jianzhi Li; Zhonghao Rao; Andrew Tsin. (2021). Printing quality improvement for laser-induced forward transfer bioprinting: Numerical modeling and experimental validation. Physics of Fluids, 33, 071906. https://doi.org/10.1063/5.0054675",journal_article,Printing quality improvement for laser-induced forward transfer bioprinting: Numerical modeling and experimental validation,Jie Qu | Chaoran Dou | Ben Xu | Jianzhi Li | Zhonghao Rao | Andrew Tsin,2021,Physics of Fluids,33,,071906,10.1063/5.0054675,,,,,
[61] Rinat O. Esenaliev; Steven L. Jacques. (1996). Transient and permanent cavitation in collagen gels by laser-induced thermoelastic pressure waves. SPIE Proceedings. https://doi.org/10.1117/12.239572,conference_paper,Transient and permanent cavitation in collagen gels by laser-induced thermoelastic pressure waves,Rinat O. Esenaliev | Steven L. Jacques,1996,SPIE Proceedings,,,,10.1117/12.239572,,,,,
[62] P. R. Williams; R. L. Williams. (2004). Cavitation and the tensile strength of liquids under dynamic stressing. Molecular Physics. https://doi.org/10.1080/00268970412331292786,journal_article,Cavitation and the tensile strength of liquids under dynamic stressing,P. R. Williams | R. L. Williams,2004,Molecular Physics,,,,10.1080/00268970412331292786,,,,,
[63] Yi Feng; Dui Qin; Mingxi Wan. (2015). Laser-Induced Cavitation and Photoacoustic Cavitation. Cavitation in Biomedicine. https://doi.org/10.1007/978-94-017-7255-6_8,book_chapter,Laser-Induced Cavitation and Photoacoustic Cavitation,Yi Feng | Dui Qin | Mingxi Wan,2015,,,,,10.1007/978-94-017-7255-6_8,9789401772556,Cavitation in Biomedicine,,,
"[64] Thorsten Wuest; Daniel Weimer; Christopher Irgens. (2016). Machine learning in manufacturing: advantages, challenges, and applications. Production & Manufacturing Research. https://doi.org/10.1080/21693277.2016.1192517",journal_article,"Machine learning in manufacturing: advantages, challenges, and applications",Thorsten Wuest | Daniel Weimer | Christopher Irgens,2016,Production & Manufacturing Research,,,,10.1080/21693277.2016.1192517,,,,,
"[65] S. Mahadevan; P. Nath; Z. Hu. (2022). Uncertainty Quantification for Additive Manufacturing Process Improvement: Recent Advances. ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering. https://doi.org/10.1115/1.4053184",journal_article,Uncertainty Quantification for Additive Manufacturing Process Improvement: Recent Advances,S. Mahadevan | P. Nath | Z. Hu,2022,"ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems, Part B: Mechanical Engineering",,,,10.1115/1.4053184,,,,,
[66] Shuqi Zhou; Abdol Hadi Mokarizadeh; Ben Xu. (2026). From Optical Breakdown to Bubble Inception: A Coupled Plasma-Thermal Framework for Nanosecond Laser-Induced Cavitation in Water. arXiv preprint. arXiv:2605.23620. https://arxiv.org/abs/2605.23620,working_paper,From Optical Breakdown to Bubble Inception: A Coupled Plasma-Thermal Framework for Nanosecond Laser-Induced Cavitation in Water,Shuqi Zhou | Abdol Hadi Mokarizadeh | Ben Xu,2026,arXiv,,2605.23620,,,,,,https://arxiv.org/abs/2605.23620,
"[67] Shuqi Zhou; Ben Xu. (2025). A CFD Study of the Influence of Porous Structure Placement on Jet Formation in Laser-Induced-Forward-Transfer (LIFT) Printing. Conference presentation / conference-stage manuscript, SHTC 2025.",conference_paper,A CFD Study of the Influence of Porous Structure Placement on Jet Formation in Laser-Induced-Forward-Transfer (LIFT) Printing,Shuqi Zhou | Ben Xu,2025,SHTC 2025,,,,,,,,,
"[68] G. Menzl; M. A. Gonzalez; P. Geiger; F. Caupin; J. L. F. Abascal; C. Valeriani; C. Dellago. (2016). Molecular mechanism for cavitation in water under tension. Proceedings of the National Academy of Sciences, 113(48), 13582-13587. https://doi.org/10.1073/pnas.1608421113",journal_article,Molecular mechanism for cavitation in water under tension,G. Menzl | M. A. Gonzalez | P. Geiger | F. Caupin | J. L. F. Abascal | C. Valeriani | C. Dellago,2016,Proceedings of the National Academy of Sciences,113,48,13582-13587,10.1073/pnas.1608421113,,,,,
