document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
affiliation_errors_openalex,34,31,2,0,1,0,0,169.49,42.82,131.3,107.99,1455.83,114416,3986,118402,3,0.027866,0.03,0.057866
algorithms-19-00509,52,48,0,3,1,0,0,429.05,67.81,273.15,150.72,3525.86,550071,21759,571830,27,0.137213,0.27,0.407214
hall_next_research,84,32,18,18,16,0,0,899.34,197.09,390.45,309.49,16555.38,2371982,93281,2465263,197,0.590997,1.97,2.560998
journal.pone.0325168,115,104,1,10,0,0,0,721.05,125.09,319.77,287.71,14384.91,1024357,37734,1062091,68,0.252042,0.68,0.932042
journal.pone.0334595,43,39,0,4,0,0,0,364.7,82.41,251.28,231.28,3543.8,285777,12187,297964,20,0.072389,0.2,0.272389
journal.pone.0345850,91,67,9,2,13,0,0,502.53,149.87,305.07,267.33,13638.5,1844443,70592,1915035,150,0.457131,1.5,1.957131
journal.pone.0349889,91,80,1,10,0,0,0,404.18,88.84,262.51,187.97,8084.17,859759,28890,888649,33,0.208064,0.33,0.538065
journal.pone.0352338,43,36,1,5,1,0,0,314.51,100.95,211.46,184.93,4341.04,621668,26427,648095,39,0.157367,0.39,0.547365
preprint-61779311834433-61779357373981,42,38,2,2,0,0,0,341.81,78.22,303.82,192.01,3285.07,383190,14192,397382,20,0.094379,0.2,0.294379
s12889-026-27943-8_reference,34,26,1,2,5,0,0,213.84,175.38,212.46,203.59,5963.06,1104643,42710,1147353,66,0.274315,0.66,0.934315
