raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"[12] Dario Maio, Davide Maltoni, Raffaele Cappelli, James L Wayman, and Anil K Jain. FVC2000: Fingerprint verification competition. IEEE Trans. Pattern Anal. Mach. Intell., 24(3):402-412, 2002. doi: 10.1109/34.990140.",journal_article,FVC2000: Fingerprint verification competition,Dario Maio | Davide Maltoni | Raffaele Cappelli | James L Wayman | Anil K Jain,2002,IEEE Trans. Pattern Anal. Mach. Intell.,24,3,402-412,10.1109/34.990140,,,,,
"[13] Lin Hong, Yifei Wan, and Anil K Jain. Fingerprint image enhancement: Algorithm and performance evaluation. IEEE Trans. Pattern Anal. Mach. Intell., 20(8):777-789, 1998. doi: 10.1109/34.709565.",journal_article,Fingerprint image enhancement: Algorithm and performance evaluation,Lin Hong | Yifei Wan | Anil K Jain,1998,IEEE Trans. Pattern Anal. Mach. Intell.,20,8,777-789,10.1109/34.709565,,,,,
"[14] Henry Adams, Tegan Emerson, Michael Kirby, Rachel Neville, Chris Peterson, Patrick Shipman, Sofya Chepushtanova, Eric Hanson, Francis Motta, and Lori Ziegelmeier. Persistence images: a stable vector representation of persistent homology. J. Mach. Learn. Res., 18(8):1-35, 2017.",journal_article,Persistence images: a stable vector representation of persistent homology,Henry Adams | Tegan Emerson | Michael Kirby | Rachel Neville | Chris Peterson | Patrick Shipman | Sofya Chepushtanova | Eric Hanson | Francis Motta | Lori Ziegelmeier,2017,J. Mach. Learn. Res.,18,8,1-35,,,,,,
"[15] Utkarsh Deshmukh. Fingerprint-Enhancement-Python: Using oriented Gabor filters to enhance fingerprint images. https://github.com/Utkarsh-Deshmukh/ Fingerprint-Enhancement-Python, 2018. Accessed June 20, 2026.",web,Fingerprint-Enhancement-Python: Using oriented Gabor filters to enhance fingerprint images,Utkarsh Deshmukh,2018,,,,,,,,,https://github.com/Utkarsh-Deshmukh/Fingerprint-Enhancement-Python,"June 20, 2026"
"[16] Cl´ement Maria, Jean-Daniel Boissonnat, Marc Glisse, and Mariette Yvinec. The GUDHI library: Simplicial complexes and persistent homology. In Mathematical Software-ICMS 2014, volume 8592 of Lecture Notes in Computer Science, pages 167-174. Springer, 2014. doi: 10.1007/978-3-662-44199-2 28.",book_chapter,The GUDHI library: Simplicial complexes and persistent homology,Clément Maria | Jean-Daniel Boissonnat | Marc Glisse | Mariette Yvinec,2014,,8592,,167-174,10.1007/978-3-662-44199-2 28,9783662441992,Mathematical Software-ICMS 2014,Springer,,
"[17] Brittany T. Fasy, Jisu Kim, Fabrizio Lecci, and Cl´ement Maria. Introduction to the R package TDA, 2014. arXiv:1411.1830 [stat.ME].",working_paper,Introduction to the R package TDA,Brittany T. Fasy | Jisu Kim | Fabrizio Lecci | Clément Maria,2014,arXiv,,1411.1830,,,,,,,
"[18] Gr´egoire Pau, Florian Fuchs, Oleg Sklyar, Michael Boutros, and Wolfgang Huber. EBImage-an R package for image processing with applications to cellular phenotypes. Bioinformatics, 26(7): 979-981, 2010. doi: 10.1093/bioinformatics/btq046.",journal_article,EBImage-an R package for image processing with applications to cellular phenotypes,Grégoire Pau | Florian Fuchs | Oleg Sklyar | Michael Boutros | Wolfgang Huber,2010,Bioinformatics,26,7,979-981,10.1093/bioinformatics/btq046,,,,,
"[19] Umar Islambekov and Aleksei Luchinsky. TDAvec: Computing vector summaries of persistence diagrams for topological data analysis in R and Python. J. Open Source Software, 10(114): 8532, 2025. doi: 10.21105/joss.08532.",journal_article,TDAvec: Computing vector summaries of persistence diagrams for topological data analysis in R and Python,Umar Islambekov | Aleksei Luchinsky,2025,J. Open Source Software,10,114,8532,10.21105/joss.08532,,,,,
"[20] Xavier Robin, Natacha Turck, Alexandre Hainard, Natalia Tiberti, Fr´ed´erique Lisacek, JeanCharles Sanchez, and Markus M¨uller. pROC: an open-source package for R and S+ to analyze and compare ROC curves. BMC Bioinformatics, 12:77, 2011. doi: 10.1186/1471-2105-12-77.",journal_article,pROC: an open-source package for R and S+ to analyze and compare ROC curves,Xavier Robin | Natacha Turck | Alexandre Hainard | Natalia Tiberti | Frédérique Lisacek | JeanCharles Sanchez | Markus Müller,2011,BMC Bioinformatics,12,,77,10.1186/1471-2105-12-77,,,,,
"[21] Henrik Bengtsson. A unifying framework for parallel and distributed processing in R using futures. R J., 13(2):208-227, 2021. doi: 10.32614/RJ-2021-048.",journal_article,A unifying framework for parallel and distributed processing in R using futures,Henrik Bengtsson,2021,R J.,13,2,208-227,10.32614/RJ-2021-048,,,,,
"[22] Harold Cummins and Charles Midlo. Finger prints, palms and soles: an introduction to dermatoglyphics. Dover Publications, New York, NY, 1961.",book,"Finger prints, palms and soles: an introduction to dermatoglyphics",Harold Cummins | Charles Midlo,1961,,,,,,,,Dover Publications,,
"[23] William J Babler. Embryologic development of epidermal ridges and their configurations. Birth Def., 27(2):95-112, 1991.",journal_article,Embryologic development of epidermal ridges and their configurations,William J Babler,1991,Birth Def.,27,2,95-112,,,,,,
"[24] K. R. Moses, P. Higgins, M. McCabe, S. Prabhakar, and S. Swann. Automated fingerprint identification system (AFIS). In The Fingerprint Sourcebook, chapter 6, pages 1-33. National Institute of Justice, United States Department of Justice, Washington, D.C., 2011.",book_chapter,Automated fingerprint identification system (AFIS),K. R. Moses | P. Higgins | M. McCabe | S. Prabhakar | S. Swann,2011,,,,1-33,,,The Fingerprint Sourcebook,"National Institute of Justice, United States Department of Justice",,
"[25] Roli Bansal, Priti Sehgal, and Punam Bedi. Minutiae extraction from fingerprint images: A review. Int. J. Comp. Sci. Iss., 8(5):74-85, 2011.",journal_article,Minutiae extraction from fingerprint images: A review,Roli Bansal | Priti Sehgal | Punam Bedi,2011,Int. J. Comp. Sci. Iss.,8,5,74-85,,,,,,
"[26] Daniel Peralta, Mikel Galar, Isaac Triguero, Daniel Paternain, Salvador Garc´ıa, Edurne Barrenechea, Jos´e M. Ben´ıtez, Humberto Bustince, and Francisco Herrera. A survey on fingerprint minutiae-based local matching for verification and identification: Taxonomy and experimental evaluation. Info. Sci., 315:67-87, 2015. doi: 10.1016/j.ins.2015.04.013.",journal_article,A survey on fingerprint minutiae-based local matching for verification and identification: Taxonomy and experimental evaluation,Daniel Peralta | Mikel Galar | Isaac Triguero | Daniel Paternain | Salvador García | Edurne Barrenechea | José M. Benítez | Humberto Bustince | Francisco Herrera,2015,Info. Sci.,315,,67-87,10.1016/j.ins.2015.04.013,,,,,
"[27] Mouad MH Ali, Vivek H Mahale, Pravin Yannawar, and AT Gaikwad. Overview of fingerprint recognition system. In 2016 international conference on electrical, electronics, and optimization techniques (ICEEOT), pages 1334-1338. IEEE, 2016. doi: 10.1109/ICEEOT.2016.7754900.",conference_paper,Overview of fingerprint recognition system,Mouad MH Ali | Vivek H Mahale | Pravin Yannawar | AT Gaikwad,2016,,,,1334-1338,10.1109/ICEEOT.2016.7754900,,"2016 international conference on electrical, electronics, and optimization techniques (ICEEOT)",IEEE,,
"[28] Khin Nandar Win, Kenli Li, Jianguo Chen, Philippe Fournier-Viger, and Keqin Li. Fingerprint classification and identification algorithms for criminal investigation: A survey. Future Gener. Comp. Sys., 110:758-771, 2020. doi: 10.1016/j.future.2019.10.019.",journal_article,Fingerprint classification and identification algorithms for criminal investigation: A survey,Khin Nandar Win | Kenli Li | Jianguo Chen | Philippe Fournier-Viger | Keqin Li,2020,Future Gener. Comp. Sys.,110,,758-771,10.1016/j.future.2019.10.019,,,,,
"[29] Jannis Priesnitz, Christian Rathgeb, Nicolas Buchmann, Christoph Busch, and Marian Margraf. An overview of touchless 2d fingerprint recognition. EURASIP J. Image Video Proc., 2021(1): 1-28, 2021. doi: 10.1186/s13640-021-00548-4.",journal_article,An overview of touchless 2d fingerprint recognition,Jannis Priesnitz | Christian Rathgeb | Nicolas Buchmann | Christoph Busch | Marian Margraf,2021,EURASIP J. Image Video Proc.,2021,1,1-28,10.1186/s13640-021-00548-4,,,,,
"[30] Elizabeth Munch. A user’s guide to topological data analysis. J. Learn. Anal., 4(2):47-61, 2017. doi: 10.18608/jla.2017.42.6.",journal_article,A user’s guide to topological data analysis,Elizabeth Munch,2017,J. Learn. Anal.,4,2,47-61,10.18608/jla.2017.42.6,,,,,
"[31] Erik J Am´ezquita, Michelle Y Quigley, Tim Ophelders, Elizabeth Munch, and Daniel H Chitwood. The shape of things to come: Topological data analysis and biology, from molecules to organisms. Develop. Dynam., 249(7):816-833, 2020. doi: 10.1002/dvdy.175.",journal_article,"The shape of things to come: Topological data analysis and biology, from molecules to organisms",Erik J Amézquita | Michelle Y Quigley | Tim Ophelders | Elizabeth Munch | Daniel H Chitwood,2020,Develop. Dynam.,249,7,816-833,10.1002/dvdy.175,,,,,
"[32] Yara Skaf and Reinhard Laubenbacher. Topological data analysis in biomedicine: A review. J. Biomed. Inform., 130:104082, 2022. doi: 10.1016/j.jbi.2022.104082.",journal_article,Topological data analysis in biomedicine: A review,Yara Skaf | Reinhard Laubenbacher,2022,J. Biomed. Inform.,130,,104082,10.1016/j.jbi.2022.104082,,,,,
"[33] Gabe Guo, Aniv Ray, Miles Izydorczak, Judah Goldfeder, Hod Lipson, and Wenyao Xu. Unveiling intra-person fingerprint similarity via deep contrastive learning. Sci. Adv., 10(2): eadi0329, 2024. doi: 10.1126/sciadv.adi0329.",journal_article,Unveiling intra-person fingerprint similarity via deep contrastive learning,Gabe Guo | Aniv Ray | Miles Izydorczak | Judah Goldfeder | Hod Lipson | Wenyao Xu,2024,Sci. Adv.,10,2,eadi0329,10.1126/sciadv.adi0329,,,,,
"[34] Monica Nicolau, Arnold J. Levine, and Gunnar Carlsson. Topology based data analysis identifies a subgroup of breast cancers with a unique mutational profile and excellent survival. Proc. Natl. Acad. Sci., 108(17):7265-7270, 2011. doi: 10.1073/pnas.1102826108.",journal_article,Topology based data analysis identifies a subgroup of breast cancers with a unique mutational profile and excellent survival,Monica Nicolau | Arnold J. Levine | Gunnar Carlsson,2011,Proc. Natl. Acad. Sci.,108,17,7265-7270,10.1073/pnas.1102826108,,,,,
"[35] Chad M Topaz, Lori Ziegelmeier, and Tom Halverson. Topological data analysis of biological aggregation models. PLOS One, 10(5):e0126383, 2015. doi: 10.1371/journal.pone.0126383.",journal_article,Topological data analysis of biological aggregation models,Chad M Topaz | Lori Ziegelmeier | Tom Halverson,2015,PLOS One,10,5,e0126383,10.1371/journal.pone.0126383,,,,,
"[36] Danielle S Bassett, Eli T Owens, Karen E Daniels, and Mason A Porter. Influence of network topology on sound propagation in granular materials. Physical Review E, 86(4):041306, 2012. doi: 10.1103/PhysRevE.86.041306.",journal_article,Influence of network topology on sound propagation in granular materials,Danielle S Bassett | Eli T Owens | Karen E Daniels | Mason A Porter,2012,Physical Review E,86,4,041306,10.1103/PhysRevE.86.041306,,,,,
"[37] Michelle Feng and Mason A Porter. Persistent homology of geospatial data: A case study with voting. SIAM Rev., 63(1):67-99, 2021. doi: 10.1137/19M1241519.",journal_article,Persistent homology of geospatial data: A case study with voting,Michelle Feng | Mason A Porter,2021,SIAM Rev.,63,1,67-99,10.1137/19M1241519,,,,,
"[38] Andrew Banman and Lori Ziegelmeier. Mind the gap: A study in global development through persistent homology. In Research in Computational Topology, pages 125-144. Springer, Cham, Switzerland, 2018. doi: 10.1007/978-3-319-89593-2 8.",book_chapter,Mind the gap: A study in global development through persistent homology,Andrew Banman | Lori Ziegelmeier,2018,,,,125-144,10.1007/978-3-319-89593-2 8,9783319895932,Research in Computational Topology,Springer,,
