document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
PredictionMarkets,49,0,49,0,0,0,0,270.77,45.74,68.57,59.34,2241.3,1279567,13889,1293456,33,0.322947,0.165,0.487947
Preprint - The AI Criminal Mastermind - Paper,85,78,4,3,0,0,0,553.35,69.56,122.35,117.21,5912.55,1631127,18512,1649639,50,0.394037,0.25,0.644037
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,25,0,7,0,0,0,257.39,59.75,90.97,86.73,1912.11,648334,8084,656418,20,0.138162,0.1,0.238162
affiliation_errors_openalex,34,32,0,2,0,0,0,152.4,48.95,115.85,115.26,1664.35,127812,1468,129280,4,0.034355,0.02,0.054355
algorithms-19-00509,52,51,0,1,0,0,0,220.42,55.99,96.11,91.15,2911.58,517649,7263,524912,16,0.119869,0.08,0.199869
hall_next_research,84,51,4,15,14,0,0,450.95,86.71,170.43,127.85,7283.23,1940365,24421,1964786,61,0.455629,0.305,0.760629
journal.pone.0325168,115,106,0,9,0,0,0,357.34,64.85,133.01,117.53,7457.43,887468,11125,898593,28,0.202202,0.14,0.342202
journal.pone.0334595,43,39,0,3,1,0,0,219.37,62.86,134.0,129.5,2703.12,253955,3185,257140,8,0.072665,0.04,0.112665
journal.pone.0345850,91,78,2,3,8,0,0,292.29,82.14,163.85,129.03,7474.87,1412044,19105,1431149,44,0.348906,0.22,0.568907
journal.pone.0349889,91,83,1,7,0,0,0,269.4,56.28,115.24,99.39,5121.06,823258,10046,833304,26,0.203203,0.13,0.333203
journal.pone.0352338,43,41,1,1,0,0,0,204.38,69.52,110.9,105.21,2989.56,577192,8434,585626,18,0.140648,0.09,0.230648
preprint-61779311834433-61779357373981,42,42,0,0,0,0,0,154.72,53.01,108.51,85.1,2226.47,330300,3866,334166,10,0.078142,0.05,0.128143
s12889-026-27943-8_reference,34,31,1,2,0,0,0,121.16,79.93,107.48,104.36,2717.74,960693,12550,973243,30,0.235383,0.15,0.385383
