raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"[12] Young, N.E., Anderson, R.S., Chignell, S.M., Vorster, A.G., Lawrence, R., Evangelista, P.H.: A survival guide to Landsat preprocessing. Ecology 98(4), 920-932 (2017) https://doi.org/10.1002/ecy.1730",journal_article,A survival guide to Landsat preprocessing,"Young, N.E. | Anderson, R.S. | Chignell, S.M. | Vorster, A.G. | Lawrence, R. | Evangelista, P.H.",2017,Ecology,98,4,920-932,10.1002/ecy.1730,,,,,
"[13] Wang, J., Legner, C.: What Makes Data AI-Ready? ECIS 2025 TREOs (2025)",conference_paper,What Makes Data AI-Ready?,"Wang, J. | Legner, C.",2025,ECIS 2025 TREOs,,,,,,,,,
"[14] Scheffler, D., Frantz, D., Segl, K.: Spectral harmonization and red edge prediction of Landsat-8 to Sentinel-2 using land cover optimized multivariate regressors. Remote Sensing of Environment 241, 111723 (2020) https://doi.org/10.1016/j.rse.2020.111723",journal_article,Spectral harmonization and red edge prediction of Landsat-8 to Sentinel-2 using land cover optimized multivariate regressors,"Scheffler, D. | Frantz, D. | Segl, K.",2020,Remote Sensing of Environment,241,,111723,10.1016/j.rse.2020.111723,,,,,
"[15] Wilkinson, M.D., Dumontier, M., Aalbersberg, I.J., Appleton, G., Axton, M., Baak, A., Blomberg, N., Boiten, J.-W., Silva Santos, L.B., Bourne, P.E., et al.: The FAIR Guiding Principles for scientific data management and stewardship. Scientific data 3(1), 1-9 (2016) https://doi.org/10.1038/sdata.2016.18",journal_article,The FAIR Guiding Principles for scientific data management and stewardship,"Wilkinson, M.D. | Dumontier, M. | Aalbersberg, I.J. | Appleton, G. | Axton, M. | Baak, A. | Blomberg, N. | Boiten, J.-W. | Silva Santos, L.B. | Bourne, P.E. | et al.",2016,Scientific data,3,1,1-9,10.1038/sdata.2016.18,,,,,
"[16] Verhulst, S., Zahuranec, A.J., Chafetz, H.: Moving Toward the FAIR-R principles: Advancing AI-Ready Data. Available at SSRN (2025) https://doi.org/10.2139/ssrn.5164337",working_paper,Moving Toward the FAIR-R principles: Advancing AI-Ready Data,"Verhulst, S. | Zahuranec, A.J. | Chafetz, H.",2025,SSRN,,5164337,,10.2139/ssrn.5164337,,,,,
[17] ESIP: Are Your Data Ready? Take Stock with ESIP’s New AI-Ready Checklist. Accessed on 6 August 2025 (2022). https://www.esipfed.org/checklist-ai-ready-data/,web,Are Your Data Ready? Take Stock with ESIP’s New AI-Ready Checklist,ESIP,2022,,,,,,,,,https://www.esipfed.org/checklist-ai-ready-data/,6 August 2025
"[18] Brown, C., Kazmierski, M., V, P.: AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data (2025) https://doi.org/10.48550/arXiv.2507.22291",working_paper,AlphaEarth Foundations: An embedding field model for accurate and efficient global mapping from sparse label data,"Brown, C. | Kazmierski, M. | V, P.",2025,arXiv,,2507.22291,,10.48550/arXiv.2507.22291,,,,,
"[19] Feng, Z., Atzberger, C., Jaffer, S., Knezevic, J., Sormunen, S., Young, R., Lisaius, M.C., Immitzer, M., Jackson, T., Ball, J., et al.: Tessera: Temporal embeddings of surface spectra for earth representation and analysis. arXiv preprint arXiv:2506.20380 (2025) https://doi.org/10.48550/arXiv.2506.20380",working_paper,Tessera: Temporal embeddings of surface spectra for earth representation and analysis,"Feng, Z. | Atzberger, C. | Jaffer, S. | Knezevic, J. | Sormunen, S. | Young, R. | Lisaius, M.C. | Immitzer, M. | Jackson, T. | Ball, J. | et al.",2025,arXiv,,2506.20380,,10.48550/arXiv.2506.20380,,,,,
"[20] McPherson, R.A., Fiebrich, C.A., Crawford, K.C., Kilby, J.R., Grimsley, D.L., Martinez, J.E., Basara, J.B., Illston, B.G., Morris, D.A., Kloesel, K.A., et al.: Statewide monitoring of the mesoscale environment: A technical update on the Oklahoma Mesonet. Journal of Atmospheric and Oceanic Technology 24(3), 301-321 (2007) https://doi.org/10.1175/JTECH1976.1",journal_article,Statewide monitoring of the mesoscale environment: A technical update on the Oklahoma Mesonet,"McPherson, R.A. | Fiebrich, C.A. | Crawford, K.C. | Kilby, J.R. | Grimsley, D.L. | Martinez, J.E. | Basara, J.B. | Illston, B.G. | Morris, D.A. | Kloesel, K.A. | et al.",2007,Journal of Atmospheric and Oceanic Technology,24,3,301-321,10.1175/JTECH1976.1,,,,,
"[21] Brotzge, J.A., Wang, J., Thorncroft, C., Joseph, E., Bain, N., Bassill, N., Farruggio, N., Freedman, J., Hemker Jr, K., Johnston, D., et al.: A technical overview of the New York State Mesonet standard network. Journal of Atmospheric and Oceanic Technology 37(10), 1827-1845 (2020) https://doi.org/10.1175/JTECH-D-19-0220.1",journal_article,A technical overview of the New York State Mesonet standard network,"Brotzge, J.A. | Wang, J. | Thorncroft, C. | Joseph, E. | Bain, N. | Bassill, N. | Farruggio, N. | Freedman, J. | Hemker Jr, K. | Johnston, D. | et al.",2020,Journal of Atmospheric and Oceanic Technology,37,10,1827-1845,10.1175/JTECH-D-19-0220.1,,,,,
"[22] Good, E.J., Ghent, D.J., Bulgin, C.E., Remedios, J.J.: A spatiotemporal analysis of the relationship between near-surface air temperature and satellite land surface temperatures using 17 years of data from the ATSR series. Journal of Geophysical Research: Atmospheres 122(17), 9185-9210 (2017) https://doi.org/10.1002/2017JD026880",journal_article,A spatiotemporal analysis of the relationship between near-surface air temperature and satellite land surface temperatures using 17 years of data from the ATSR series,"Good, E.J. | Ghent, D.J. | Bulgin, C.E. | Remedios, J.J.",2017,Journal of Geophysical Research: Atmospheres,122,17,9185-9210,10.1002/2017JD026880,,,,,
"[23] Nascimento, A.C.L., Galvani, E., Gobo, J.P.A., Wollmann, C.A.: Comparison between air temperature and land surface temperature for the city of S˜ao Paulo, Brazil. Atmosphere 13(3), 491 (2022) https://doi.org/10.3390/atmos13030491",journal_article,"Comparison between air temperature and land surface temperature for the city of S˜ao Paulo, Brazil","Nascimento, A.C.L. | Galvani, E. | Gobo, J.P.A. | Wollmann, C.A.",2022,Atmosphere,13,3,491,10.3390/atmos13030491,,,,,
"[24] Naserikia, M., Hart, M.A., Nazarian, N., Bechtel, B., Lipson, M., Nice, K.A.: Land surface and air temperature dynamics: The role of urban form and seasonality. Science of The Total Environment 905, 167306 (2023) https://doi.org/10.1016/j.scitotenv.2023.167306",journal_article,Land surface and air temperature dynamics: The role of urban form and seasonality,"Naserikia, M. | Hart, M.A. | Nazarian, N. | Bechtel, B. | Lipson, M. | Nice, K.A.",2023,Science of The Total Environment,905,,167306,10.1016/j.scitotenv.2023.167306,,,,,
"[25] Anderson, C.: Landsat 8-9 Calibration and Validation (Cal/Val) Algorithm Description Document (ADD). Technical report, United States Geological Survey (2025)",book,Landsat 8-9 Calibration and Validation (Cal/Val) Algorithm Description Document (ADD),"Anderson, C.",2025,,,,,,,,United States Geological Survey,,
"[26] Wang, L., Lu, Y., Yao, Y.: Comparison of three algorithms for the retrieval of land surface temperature from Landsat 8 images. Sensors 19(22), 5049 (2019) https://doi.org/10.3390/s19225049",journal_article,Comparison of three algorithms for the retrieval of land surface temperature from Landsat 8 images,"Wang, L. | Lu, Y. | Yao, Y.",2019,Sensors,19,22,5049,10.3390/s19225049,,,,,
"[27] Malakar, N.K., Hulley, G.C., Hook, S.J., Laraby, K., Cook, M., Schott, J.R.: An operational land surface temperature product for Landsat thermal data: Methodology and validation. IEEE Transactions on Geoscience and Remote Sensing 56(10), 5717-5735 (2018) https://doi.org/10.1109/TGRS.2018.2824828",journal_article,An operational land surface temperature product for Landsat thermal data: Methodology and validation,"Malakar, N.K. | Hulley, G.C. | Hook, S.J. | Laraby, K. | Cook, M. | Schott, J.R.",2018,IEEE Transactions on Geoscience and Remote Sensing,56,10,5717-5735,10.1109/TGRS.2018.2824828,,,,,
"[28] Parastatidis, D., Mitraka, Z., Chrysoulakis, N., Abrams, M.: Online global land surface temperature estimation from Landsat. Remote sensing 9(12), 1208 (2017) https://doi.org/10.3390/rs9121208",journal_article,Online global land surface temperature estimation from Landsat,"Parastatidis, D. | Mitraka, Z. | Chrysoulakis, N. | Abrams, M.",2017,Remote sensing,9,12,1208,10.3390/rs9121208,,,,,
"[29] Murphy, R., Ardanuy, P., Deluccia, F.J., Clement, J., Schueler, C.F.: The visible infrared imaging radiometer suite. In: Earth Science Satellite Remote Sensing: Vol. 1: Science and Instruments, pp. 199-223. Springer, Berlin, Heidelberg (2006). https://doi.org/10.1007/978-3-540-37293-6_11",book_chapter,The visible infrared imaging radiometer suite,"Murphy, R. | Ardanuy, P. | Deluccia, F.J. | Clement, J. | Schueler, C.F.",2006,,,,199-223,10.1007/978-3-540-37293-6_11,9783540372936,Earth Science Satellite Remote Sensing: Vol. 1: Science and Instruments,Springer,,
"[30] Wulder, M.A., Roy, D.P., Radeloff, V.C., Loveland, T.R., Anderson, M.C., Johnson, D.M., Healey, S., Zhu, Z., Scambos, T.A., Pahlevan, N., et al.: Fifty years of Landsat science and impacts. Remote Sensing of Environment 280, 113195 (2022) https://doi.org/10.1016/j.rse.2022.113195",journal_article,Fifty years of Landsat science and impacts,"Wulder, M.A. | Roy, D.P. | Radeloff, V.C. | Loveland, T.R. | Anderson, M.C. | Johnson, D.M. | Healey, S. | Zhu, Z. | Scambos, T.A. | Pahlevan, N. | et al.",2022,Remote Sensing of Environment,280,,113195,10.1016/j.rse.2022.113195,,,,,
"[31] Benali, A., Carvalho, A., Nunes, J.P., Carvalhais, N., Santos, A.: Estimating air surface temperature in Portugal using MODIS LST data. Remote sensing of environment 124, 108-121 (2012) https://doi.org/10.1016/j.rse.2012.04.024",journal_article,Estimating air surface temperature in Portugal using MODIS LST data,"Benali, A. | Carvalho, A. | Nunes, J.P. | Carvalhais, N. | Santos, A.",2012,Remote sensing of environment,124,,108-121,10.1016/j.rse.2012.04.024,,,,,
"[32] Lindsey, D.T., Heidinger, A.K., Sullivan, P.C., McCorkel, J., Schmit, T.J., Tomlinson, M., Vandermeulen, R., Frost, G.J., Kondragunta, S., Rudlosky, S.: GeoXO: NOAA’s future geostationary satellite system. Bulletin of the American Meteorological Society 105(3), 660-679 (2024) https://doi.org/10.1175/ BAMS-D-23-0048.1",journal_article,GeoXO: NOAA’s future geostationary satellite system,"Lindsey, D.T. | Heidinger, A.K. | Sullivan, P.C. | McCorkel, J. | Schmit, T.J. | Tomlinson, M. | Vandermeulen, R. | Frost, G.J. | Kondragunta, S. | Rudlosky, S.",2024,Bulletin of the American Meteorological Society,105,3,660-679,10.1175/BAMS-D-23-0048.1,,,,,
"[33] Ni, Z., Wu, M., Lu, Q., Huo, H., Wu, C., Liu, R., Wang, F., Xu, X.: A Review of Research on Cloud Detection Methods for Hyperspectral Infrared Radiances. Remote Sensing 16(24), 4629 (2024) https://doi.org/10.3390/rs16244629",journal_article,A Review of Research on Cloud Detection Methods for Hyperspectral Infrared Radiances,"Ni, Z. | Wu, M. | Lu, Q. | Huo, H. | Wu, C. | Liu, R. | Wang, F. | Xu, X.",2024,Remote Sensing,16,24,4629,10.3390/rs16244629,,,,,
"[34] Prigent, C., Jimenez, C., Aires, F.: Toward “all weather,” long record, and realtime land surface temperature retrievals from microwave satellite observations. Journal of Geophysical Research: Atmospheres 121(10), 5699-5717 (2016) https:// doi.org/10.1002/2015JD024402",journal_article,"Toward “all weather,” long record, and realtime land surface temperature retrievals from microwave satellite observations","Prigent, C. | Jimenez, C. | Aires, F.",2016,Journal of Geophysical Research: Atmospheres,121,10,5699-5717,10.1002/2015JD024402,,,,,
"[35] Jones, L.A., Kimball, J.S., McDonald, K.C., Chan, S.T.K., Njoku, E.G., Oechel, W.C.: Satellite microwave remote sensing of boreal and arctic soil temperatures from AMSR-E. IEEE Transactions on Geoscience and Remote Sensing 45(7), 2004-2018 (2007) https://doi.org/10.1109/TGRS.2007.898436",journal_article,Satellite microwave remote sensing of boreal and arctic soil temperatures from AMSR-E,"Jones, L.A. | Kimball, J.S. | McDonald, K.C. | Chan, S.T.K. | Njoku, E.G. | Oechel, W.C.",2007,IEEE Transactions on Geoscience and Remote Sensing,45,7,2004-2018,10.1109/TGRS.2007.898436,,,,,
"[36] Ihlen, V.: Landsat 8 (L8) Data Users Handbook. Technical report, United States Geological Survey (2019)",book,Landsat 8 (L8) Data Users Handbook,"Ihlen, V.",2019,,,,,,,,United States Geological Survey,,
"[37] Imran, H., Hossain, A., Islam, A.S., Rahman, A., Bhuiyan, M.A.E., Paul, S., Alam, A.: Impact of land cover changes on land surface temperature and human thermal comfort in Dhaka city of Bangladesh. Earth Systems and Environment 5(3), 667-693 (2021) https://doi.org/10.1007/s41748-021-00243-4",journal_article,Impact of land cover changes on land surface temperature and human thermal comfort in Dhaka city of Bangladesh,"Imran, H. | Hossain, A. | Islam, A.S. | Rahman, A. | Bhuiyan, M.A.E. | Paul, S. | Alam, A.",2021,Earth Systems and Environment,5,3,667-693,10.1007/s41748-021-00243-4,,,,,
"[38] Zhao, J., Zhao, X., Liang, S., Zhou, T., Du, X., Xu, P., Wu, D.: Assessing the thermal contributions of urban land cover types. Landscape and Urban Planning 204, 103927 (2020) https://doi.org/10.1016/j.landurbplan.2020.103927",journal_article,Assessing the thermal contributions of urban land cover types,"Zhao, J. | Zhao, X. | Liang, S. | Zhou, T. | Du, X. | Xu, P. | Wu, D.",2020,Landscape and Urban Planning,204,,103927,10.1016/j.landurbplan.2020.103927,,,,,
"[39] Foga, S., Scaramuzza, P.L., Guo, S., Zhu, Z., Dilley Jr, R.D., Beckmann, T., Schmidt, G.L., Dwyer, J.L., Hughes, M.J., Laue, B.: Cloud detection algorithm comparison and validation for operational Landsat data products. Remote sensing of environment 194, 379-390 (2017) https://doi.org/10.1016/j.rse.2017.03.",journal_article,Cloud detection algorithm comparison and validation for operational Landsat data products,"Foga, S. | Scaramuzza, P.L. | Guo, S. | Zhu, Z. | Dilley Jr, R.D. | Beckmann, T. | Schmidt, G.L. | Dwyer, J.L. | Hughes, M.J. | Laue, B.",2017,Remote sensing of environment,194,,379-390,10.1016/j.rse.2017.03.026,,,,,
"[40] Hart, M.A., Sailor, D.J.: Quantifying the influence of land-use and surface characteristics on spatial variability in the urban heat island. Theoretical and applied climatology 95(3), 397-406 (2009) https://doi.org/10.1007/s00704-008-0017-5",journal_article,Quantifying the influence of land-use and surface characteristics on spatial variability in the urban heat island,"Hart, M.A. | Sailor, D.J.",2009,Theoretical and applied climatology,95,3,397-406,10.1007/s00704-008-0017-5,,,,,
"[41] Torres, R., Snoeij, P., Geudtner, D., Bibby, D., Davidson, M., Attema, E., Potin, P., Rommen, B., Floury, N., Brown, M., et al.: GMES Sentinel-1 mission. Remote sensing of environment 120, 9-24 (2012) https://doi.org/10.1016/j.rse.2011.05.028",journal_article,GMES Sentinel-1 mission,"Torres, R. | Snoeij, P. | Geudtner, D. | Bibby, D. | Davidson, M. | Attema, E. | Potin, P. | Rommen, B. | Floury, N. | Brown, M. | et al.",2012,Remote sensing of environment,120,,9-24,10.1016/j.rse.2011.05.028,,,,,
[42] ESA: Sentinel-1. SentiWiki Home. Accessed on 6 August 2025 (2025). https://sentiwiki.copernicus.eu/web/sentinel-1,web,Sentinel-1. SentiWiki Home,ESA,2025,,,,,,,,,https://sentiwiki.copernicus.eu/web/sentinel-1,6 August 2025
"[43] Koukiou, G.: SAR Features and Techniques for Urban Planning-A Review. Remote Sensing 16(11), 1923 (2024) https://doi.org/10.3390/rs16111923",journal_article,SAR Features and Techniques for Urban Planning-A Review,"Koukiou, G.",2024,Remote Sensing,16,11,1923,10.3390/rs16111923,,,,,
"[44] Zhang, H., Lin, H., Li, Y., Zhang, Y., Fang, C.: Mapping urban impervious surface with dual-polarimetric SAR data: An improved method. Landscape and urban planning 151, 55-63 (2016) https://doi.org/10.1016/j.landurbplan.2016.03.009",journal_article,Mapping urban impervious surface with dual-polarimetric SAR data: An improved method,"Zhang, H. | Lin, H. | Li, Y. | Zhang, Y. | Fang, C.",2016,Landscape and urban planning,151,,55-63,10.1016/j.landurbplan.2016.03.009,,,,,
"[45] Sauer, S., Ferro-Famil, L., Reigber, A., Pottier, E.: Three-dimensional imaging and scattering mechanism estimation over urban scenes using dual-baseline polarimetric InSAR observations at L-band. IEEE Transactions on Geoscience and Remote Sensing 49(11), 4616-4629 (2011) https://doi.org/10.1109/TGRS.2011.2147321",journal_article,Three-dimensional imaging and scattering mechanism estimation over urban scenes using dual-baseline polarimetric InSAR observations at L-band,"Sauer, S. | Ferro-Famil, L. | Reigber, A. | Pottier, E.",2011,IEEE Transactions on Geoscience and Remote Sensing,49,11,4616-4629,10.1109/TGRS.2011.2147321,,,,,
"[46] Gaˇsparovi´c, M., Dobrini´c, D.: Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal sentinel-1 imagery. Remote Sensing 12(12), 1952 (2020) https://doi.org/10.3390/rs12121952",journal_article,Comparative assessment of machine learning methods for urban vegetation mapping using multitemporal sentinel-1 imagery,"Gaˇsparovi´c, M. | Dobrini´c, D.",2020,Remote Sensing,12,12,1952,10.3390/rs12121952,,,,,
"[47] Bai, Y., Sun, G., Li, Y., Ma, P., Li, G., Zhang, Y.: Comprehensively analyzing optical and polarimetric SAR features for land-use/land-cover classification and urban vegetation extraction in highly-dense urban area. International Journal of Applied Earth Observation and Geoinformation 103, 102496 (2021) https://doi.org/10.1016/j.jag.2021.102496",journal_article,Comprehensively analyzing optical and polarimetric SAR features for land-use/land-cover classification and urban vegetation extraction in highly-dense urban area,"Bai, Y. | Sun, G. | Li, Y. | Ma, P. | Li, G. | Zhang, Y.",2021,International Journal of Applied Earth Observation and Geoinformation,103,,102496,10.1016/j.jag.2021.102496,,,,,
"[48] Schuler, D.L., Lee, J.-S., Kasilingam, D., Nesti, G.: Surface roughness and slope measurements using polarimetric SAR data. IEEE Transactions on Geoscience and Remote Sensing 40(3), 687-698 (2002) https://doi.org/10.1109/TGRS.2002.1000328",journal_article,Surface roughness and slope measurements using polarimetric SAR data,"Schuler, D.L. | Lee, J.-S. | Kasilingam, D. | Nesti, G.",2002,IEEE Transactions on Geoscience and Remote Sensing,40,3,687-698,10.1109/TGRS.2002.1000328,,,,,
"[49] Schmit, T.J., Griffith, P., Gunshor, M.M., Daniels, J.M., Goodman, S.J., Lebair, W.J.: A closer look at the ABI on the GOES-R series. Bulletin of the American Meteorological Society 98(4), 681-698 (2017) https://doi.org/10.1175/BAMS-D-15-00230.1",journal_article,A closer look at the ABI on the GOES-R series,"Schmit, T.J. | Griffith, P. | Gunshor, M.M. | Daniels, J.M. | Goodman, S.J. | Lebair, W.J.",2017,Bulletin of the American Meteorological Society,98,4,681-698,10.1175/BAMS-D-15-00230.1,,,,,
"[50] Valenti, J.: GOES-R SERIES PRODUCT DEFINITION AND USERS’ GUIDE. Technical report, United States Department of Commerce and National Oceanic and Atmospheric Administration and NOAA Satellite and Information Service National Aeronautics and Space Administration (2019)",book,GOES-R SERIES PRODUCT DEFINITION AND USERS’ GUIDE,"Valenti, J.",2019,,,,,,,,United States Department of Commerce and National Oceanic and Atmospheric Administration and NOAA Satellite and Information Service National Aeronautics and Space Administration,,
"[51] Smirnov, B.: Infrared Radiation in the Energetics of the Atmosphere. High temperature 57(4), 573-595 (2019) https://doi.org/10.1134/S0018151X19040199",journal_article,Infrared Radiation in the Energetics of the Atmosphere,"Smirnov, B.",2019,High temperature,57,4,573-595,10.1134/S0018151X19040199,,,,,
"[52] Harries, J., Carli, B., Rizzi, R., Serio, C., Mlynczak, M., Palchetti, L., Maestri, T., Brindley, H., Masiello, G.: The far-infrared Earth. Reviews of Geophysics 46(4) (2008) https://doi.org/10.1029/2007RG000233",journal_article,The far-infrared Earth,"Harries, J. | Carli, B. | Rizzi, R. | Serio, C. | Mlynczak, M. | Palchetti, L. | Maestri, T. | Brindley, H. | Masiello, G.",2008,Reviews of Geophysics,46,4,,10.1029/2007RG000233,,,,,
"[53] Palchetti, L., Brindley, H., Bantges, R., Buehler, S., Camy-Peyret, C., Carli, B., Cortesi, U., Del Bianco, S., Di Natale, G., Dinelli, B., et al.: unique farinfrared satellite observations to better understand how Earth radiates energy to space. Bulletin of the American meteorological society 101(12), 2030-2046 (2020) https://doi.org/10.1175/BAMS-D-19-0322.1",journal_article,unique farinfrared satellite observations to better understand how Earth radiates energy to space,"Palchetti, L. | Brindley, H. | Bantges, R. | Buehler, S. | Camy-Peyret, C. | Carli, B. | Cortesi, U. | Del Bianco, S. | Di Natale, G. | Dinelli, B. | et al.",2020,Bulletin of the American meteorological society,101,12,2030-2046,10.1175/BAMS-D-19-0322.1,,,,,
"[54] Petty, G.W.: A First Course in Atmospheric Radiation, 2nd edn. Sundog Publishing, Madison, WI (2006). Chap. 12",book,A First Course in Atmospheric Radiation,"Petty, G.W.",2006,,,,Chap. 12,,9780972903318,,Sundog Publishing,,
"[55] Holmes, T., Crow, W., Hain, C., Anderson, M., Kustas, W.: Diurnal temperature cycle as observed by thermal infrared and microwave radiometers. Remote Sensing of Environment 158, 110-125 (2015) https://doi.org/10.1016/j.rse.2014.10.031",journal_article,Diurnal temperature cycle as observed by thermal infrared and microwave radiometers,"Holmes, T. | Crow, W. | Hain, C. | Anderson, M. | Kustas, W.",2015,Remote Sensing of Environment,158,,110-125,10.1016/j.rse.2014.10.031,,,,,
"[56] Schmetz, J., Pili, P., Tjemkes, S., Just, D., Kerkmann, J., Rota, S., Ratier, A.: An introduction to Meteosat second generation (MSG). Bulletin of the American Meteorological Society 83(7), 977-992 (2002) https://doi.org/10.1175/1520-0477(2002)083⟨0977:AITMSG⟩2.3.CO;2",journal_article,An introduction to Meteosat second generation (MSG),"Schmetz, J. | Pili, P. | Tjemkes, S. | Just, D. | Kerkmann, J. | Rota, S. | Ratier, A.",2002,Bulletin of the American Meteorological Society,83,7,977-992,10.1175/1520-0477(2002)083⟨0977:AITMSG⟩2.3.CO;2,,,,,
"[57] Holmes, T.R., Hain, C.R., Crow, W.T., Anderson, M.C., Kustas, W.P.: Microwave implementation of two-source energy balance approach for estimating evapotranspiration. Hydrology and earth system sciences 22(2), 1351-1369 (2018) https://doi.org/10.5194/hess-22-1351-2018",journal_article,Microwave implementation of two-source energy balance approach for estimating evapotranspiration,"Holmes, T.R. | Hain, C.R. | Crow, W.T. | Anderson, M.C. | Kustas, W.P.",2018,Hydrology and earth system sciences,22,2,1351-1369,10.5194/hess-22-1351-2018,,,,,
