document,citation_count,verified,not_found,minor_error,hallucination,uncertain,possible_hallucination,elapsed_seconds,avg_seconds_per_citation,max_seconds_per_citation,p95_seconds_per_citation,total_citation_latency_seconds,input_tokens,output_tokens,total_tokens,web_search_calls,token_cost_usd,web_search_cost_usd,cost_usd
BD_money_in_bank_preprint,85,74,1,8,2,0,0,346.49,61.6,145.03,135.15,5236.07,1008963,24192,1033155,50,0.128278,0.5,0.628278
Cannabis_in_the_Capital__Manuscript,52,38,4,10,0,0,0,257.63,75.84,144.26,133.46,3943.92,642278,15925,658203,31,0.081405,0.31,0.391405
Domestic Politics in 2025_ South Korea's Polarized Democracy After Martial Law,24,17,1,1,5,0,0,196.25,99.33,145.26,141.49,2383.86,473800,10891,484691,24,0.064824,0.24,0.304824
Fingerprint_Ridges,38,38,0,0,0,0,0,193.59,82.1,129.99,125.91,3119.69,275046,6733,281779,12,0.033317,0.12,0.153317
GenAI_CrimEvidence,33,30,1,2,0,0,0,223.32,64.53,106.96,100.7,2129.4,467140,11872,479012,14,0.048129,0.14,0.188129
Gunshot_Detection_Literature_Review_Expanded,12,0,6,0,6,0,0,159.33,88.0,129.77,125.87,1056.01,417283,9467,426750,23,0.05512,0.23,0.28512
PredictionMarkets,49,0,49,0,0,0,0,242.23,38.33,56.34,55.32,1877.96,1109314,25478,1134792,18,0.090347,0.18,0.270347
Preprint - The AI Criminal Mastermind - Paper,85,68,5,10,2,0,0,575.37,68.6,150.98,130.14,5831.27,1594104,39094,1633198,69,0.187072,0.69,0.877072
Reimagining-justice-peacemaking-criminology-and-alternative-justice-systems-in-the-Kenyan-context,32,22,0,10,0,0,0,272.87,54.87,89.89,83.21,1755.94,644595,17819,662414,29,0.08414,0.29,0.37414
affiliation_errors_openalex,34,32,0,2,0,0,0,115.31,32.86,86.86,86.29,1117.3,111381,2767,114148,4,0.012365,0.04,0.052365
algorithms-19-00509,52,49,0,2,1,0,0,223.31,54.09,85.25,81.4,2812.94,526910,12944,539854,22,0.067986,0.22,0.287986
hall_next_research,84,32,9,20,23,0,0,480.86,99.98,217.0,159.43,8398.72,2029366,51973,2081339,111,0.266453,1.11,1.376453
journal.pone.0325168,115,106,0,8,1,0,0,408.17,73.48,149.81,137.08,8449.85,839438,21691,861129,47,0.101294,0.47,0.571294
journal.pone.0334595,43,38,0,5,0,0,0,218.52,65.5,133.42,130.29,2816.62,274186,5947,280133,11,0.035509,0.11,0.145509
journal.pone.0345850,91,67,3,6,15,0,0,314.29,94.41,192.86,152.03,8591.56,1551844,37041,1588885,81,0.209267,0.81,1.019267
journal.pone.0349889,91,82,0,9,0,0,0,250.56,58.21,164.09,96.85,5297.03,773176,18666,791842,31,0.094335,0.31,0.404335
journal.pone.0352338,43,36,1,6,0,0,0,188.27,68.25,110.98,106.12,2934.96,542233,15625,557858,23,0.070962,0.23,0.300962
preprint-61779311834433-61779357373981,42,39,0,3,0,0,0,180.26,65.26,114.16,104.96,2740.89,349238,8612,357850,16,0.043794,0.16,0.203794
s12889-026-27943-8_reference,34,25,0,5,4,0,0,126.82,85.72,115.34,110.95,2914.52,942242,24556,966798,47,0.115368,0.47,0.585368
