raw_text,citation_type,title,authors,year,journal,volume,issue,pages,doi,isbn,book_title,publisher,url,date_accessed
"11. Bhalotra S, Britto DGC, Pinotti P, Sampaio B. Job displacement, unemployment benefits and domestic violence. Rev Econ Stud. 2025;92(6):3649-81. https://doi.org/10.1093/restud/rdaf004",journal_article,"Job displacement, unemployment benefits and domestic violence",Bhalotra S | Britto DGC | Pinotti P | Sampaio B,2025,Rev Econ Stud,92,6,3649-81,10.1093/restud/rdaf004,,,,,
"12. Barbieri T, Basso G, Scicchitano S. Italian Workers at Risk During the COVID-19 Epidemic. Ital Econ J. 2021;8(1):175-95. https://doi.org/10.1007/s40797-021-00164-1",journal_article,Italian Workers at Risk During the COVID-19 Epidemic,Barbieri T | Basso G | Scicchitano S,2021,Ital Econ J,8,1,175-95,10.1007/s40797-021-00164-1,,,,,
"13. Nappo N, Fiorillo D, Lubrano Lavadera G. Subjective Job Insecurity During the COVID-19 Pandemic in Italy. Ital Econ J. 2022;9(3):1153-79. https://doi.org/10.1007/s40797-022-00209-z",journal_article,Subjective Job Insecurity During the COVID-19 Pandemic in Italy,Nappo N | Fiorillo D | Lubrano Lavadera G,2022,Ital Econ J,9,3,1153-79,10.1007/s40797-022-00209-z,,,,,
"14. Huebener M, Waights S, Spiess CK, Siegel NA, Wagner GG. Parental well-being in times of Covid-19 in Germany. Rev Econ Househ. 2021;19(1):91-122. https://doi.org/10.1007/s11150-020-09529-4 PMID: 33469413",journal_article,Parental well-being in times of Covid-19 in Germany,Huebener M | Waights S | Spiess CK | Siegel NA | Wagner GG,2021,Rev Econ Househ,19,1,91-122,,,,,,
"15. Bacher-Hicks A, Goodman J. The COVID-19 pandemic is a lousy natural experiment for studying the effects of online learning: Focus, instead, on measuring the overall effects of the pandemic itself. Educ Next. 2021;21(4):38-42.",journal_article,"The COVID-19 pandemic is a lousy natural experiment for studying the effects of online learning: Focus, instead, on measuring the overall effects of the pandemic itself",Bacher-Hicks A | Goodman J,2021,Educ Next,21,4,38-42,,,,,,
16. Eurostat. Methodological Manual for the EU Survey on Gender-based Violence against Women and Other Forms of Inter-personal Violence (EU-GBV). Luxembourg: Publications Office of the European Union. 2021.,book,Methodological Manual for the EU Survey on Gender-based Violence against Women and Other Forms of Inter-personal Violence (EU-GBV),Eurostat,2021,,,,,,,,Publications Office of the European Union,,
"17. UN. Indicators to measure violence against women. Geneva, Switzerland: United Nations. 2007.",book,Indicators to measure violence against women,UN,2007,,,,,,,,United Nations,,
18. UN. Guidelines for producing statistics on violence against women: Statistical surveys. New York: United Nations. 2014.,book,Guidelines for producing statistics on violence against women: Statistical surveys,UN,2014,,,,,,,,United Nations,,
"19. Bettio F, Ticci E, Betti G. A fuzzy index and severity scale to measure violence against women. Soc Indic Res. 2020;148:225-49. https://doi.org/10.1007/s11205-019-02197-7",journal_article,A fuzzy index and severity scale to measure violence against women,Bettio F | Ticci E | Betti G,2020,Soc Indic Res,148,,225-249,,,,,,
"20. Brabete AC, Wolfson L, Stinson J, Poole N, Allen S, Greaves L. Exploring the Linkages between Substance Use, Natural Disasters, Pandemics, and Intimate Partner Violence against Women: A Rapid Review in the Context of COVID-19. Sexes. 2021;2(4):509-22. https://doi.org/10.3390/sexes2040040",journal_article,"Exploring the Linkages between Substance Use, Natural Disasters, Pandemics, and Intimate Partner Violence against Women: A Rapid Review in the Context of COVID-19",Brabete AC | Wolfson L | Stinson J | Poole N | Allen S | Greaves L,2021,Sexes,2,4,509-522,,,,,,
21. Campbell AM. An increasing risk of family violence during the Covid-19 pandemic: Strengthening community collaborations to save lives. Forensic Sci Int Rep. 2020;2:100089. https://doi.org/10.1016/j.fsir.2020.100089 PMID: 38620174,journal_article,An increasing risk of family violence during the Covid-19 pandemic: Strengthening community collaborations to save lives,Campbell AM,2020,Forensic Sci Int Rep,2,,100089,,,,,,
"22. Kofman YB, Garfin DR. Home is not always a haven: The domestic violence crisis amid the COVID-19 pandemic. Psychol Trauma. 2020;12(S1):S199-201. https://doi.org/10.1037/tra0000866 PMID: 32478558",journal_article,Home is not always a haven: The domestic violence crisis amid the COVID-19 pandemic,Kofman YB | Garfin DR,2020,Psychol Trauma,12,S1,S199-S201,,,,,,
"23. Mavisakalyan A, Otrachshenko V, Popova O. Natural disasters and acceptance of intimate partner violence: The global evidence. GLO Disc Pap Ser. 2024;1465.",working_paper,Natural disasters and acceptance of intimate partner violence: The global evidence,Mavisakalyan A | Otrachshenko V | Popova O,2024,GLO Disc Pap Ser,,1465,,,,,,,
"24. Peterman A, Potts A, O’Donnell M, Thompson K, Shah N, Oertelt-Prigione S, et al. Pandemics and violence against women and children. Washington, DC: Center for Global Development. 2020.",book,Pandemics and violence against women and children,Peterman A | Potts A | O’Donnell M | Thompson K | Shah N | Oertelt-Prigione S,2020,,,,,,,,Center for Global Development,,
"25. Brink J, Cullen P, Beek K, Peters SAE. Intimate partner violence during the COVID-19 pandemic in Western and Southern European countries. Eur J Public Health. 2021;31(5):1058-63. https://doi.org/10.1093/eurpub/ckab093 PMID: 34406373",journal_article,Intimate partner violence during the COVID-19 pandemic in Western and Southern European countries,Brink J | Cullen P | Beek K | Peters SAE,2021,Eur J Public Health,31,5,1058-1063,,,,,,
"26. Bhuptani PH, Hunter J, Goodwin C, Millman C, Orchowski LM. Characterizing Intimate Partner Violence in the United States During the COVID-19 Pandemic: A Systematic Review. Trauma Violence Abuse. 2023;24(5):3220-35. https://doi.org/10.1177/15248380221126187",journal_article,Characterizing Intimate Partner Violence in the United States During the COVID-19 Pandemic: A Systematic Review,Bhuptani PH | Hunter J | Goodwin C | Millman C | Orchowski LM,2023,Trauma Violence Abuse,24,5,3220-35,10.1177/15248380221126187,,,,,
"27. Kourti A, Stavridou A, Panagouli E, Psaltopoulou T, Spiliopoulou C, Tsolia M, et al. Domestic Violence During the COVID-19 Pandemic: A Systematic Review. Trauma Violence Abuse. 2023;24(2):719-45. https://doi.org/10.1177/15248380211038690",journal_article,Domestic Violence During the COVID-19 Pandemic: A Systematic Review,Kourti A | Stavridou A | Panagouli E | Psaltopoulou T | Spiliopoulou C | Tsolia M,2023,Trauma Violence Abuse,24,2,719-45,10.1177/15248380211038690,,,,,
"28. Zamba C, Mousoulidou M, Christodoulou A. Domestic Violence against Women and COVID-19. Encyclopedia. 2022;2(1):441-56. https://doi.org/10.3390/encyclopedia2010027",journal_article,Domestic Violence against Women and COVID-19,Zamba C | Mousoulidou M | Christodoulou A,2022,Encyclopedia,2,1,441-56,10.3390/encyclopedia2010027,,,,,
"29. Anastario M, Shehab N, Lawry L. Increased gender-based violence among women internally displaced in Mississippi 2 years post-Hurricane Katrina. Disaster Med Public Health Prep. 2009;3(1):18-26. https://doi.org/10.1097/DMP.0b013e3181979c32",journal_article,Increased gender-based violence among women internally displaced in Mississippi 2 years post-Hurricane Katrina,Anastario M | Shehab N | Lawry L,2009,Disaster Med Public Health Prep,3,1,18-26,10.1097/DMP.0b013e3181979c32,,,,,
"30. First JM, First NL, Houston JB. Intimate Partner Violence and Disasters: A Framework for Empowering Women Experiencing Violence in Disaster Settings. Affilia. 2017;32(3):390-403. https://doi.org/10.1177/0886109917706338",journal_article,Intimate Partner Violence and Disasters: A Framework for Empowering Women Experiencing Violence in Disaster Settings,First JM | First NL | Houston JB,2017,Affilia,32,3,390-403,10.1177/0886109917706338,,,,,
"31. Harville EW, Taylor CA, Tesfai H, Xu Xiong, Buekens P. Experience of Hurricane Katrina and reported intimate partner violence. J Interpers Violence. 2011;26(4):833-45. https://doi.org/10.1177/0886260510365861 PMID: 20495099",journal_article,Experience of Hurricane Katrina and reported intimate partner violence,Harville EW | Taylor CA | Tesfai H | Xu Xiong | Buekens P,2011,J Interpers Violence,26,4,833-45,,,,,,
"32. Schumacher JA, Coffey SF, Norris FH, Tracy M, Clements K, Galea S. Intimate partner violence and Hurricane Katrina: predictors and associated mental health outcomes. Violence Vict. 2010;25(5):588-603. https://doi.org/10.1891/0886-6708.25.5.588 PMID: 21061866",journal_article,Intimate partner violence and Hurricane Katrina: predictors and associated mental health outcomes,Schumacher JA | Coffey SF | Norris FH | Tracy M | Clements K | Galea S,2010,Violence Vict,25,5,588-603,,,,,,
33. Parkinson D. Investigating the Increase in Domestic Violence Post Disaster: An Australian Case Study. J Interpers Violence. 2019;34(11):2333-2362.,journal_article,Investigating the Increase in Domestic Violence Post Disaster: An Australian Case Study,Parkinson D,2019,J Interpers Violence,34,11,2333-2362,,,,,,
"34. Sety M, James K, Breckenridge J. Understanding the Risk of Domestic Violence During and Post Natural Disasters: Literature Review. Humanitarian Solutions in the 21st Century. Springer International Publishing. 2014:99-111. https://doi.org/10.1007/978-3-319-05882-5_5",book_chapter,Understanding the Risk of Domestic Violence During and Post Natural Disasters: Literature Review,Sety M | James K | Breckenridge J,2014,,,,99-111,10.1007/978-3-319-05882-5_5,9783319058825,Humanitarian Solutions in the 21st Century,Springer International Publishing,,
"35. Davis M, Gilbar O, Padilla-Medina DM. Intimate Partner Violence Victimization and Perpetration Among U.S. Adults During the Earliest Stage of the COVID-19 Pandemic. Violence Vict. 2021;36(5):583-603. https://doi.org/10.1891/VV-D-21-00005 PMID: 34725264",journal_article,Intimate Partner Violence Victimization and Perpetration Among U.S. Adults During the Earliest Stage of the COVID-19 Pandemic,Davis M | Gilbar O | Padilla-Medina DM,2021,Violence Vict,36,5,583-603,,,,,,
"36. Drotning KJ, Doan L, Sayer LC, Fish JN, Rinderknecht RG. Not All Homes Are Safe: Family Violence Following the Onset of the Covid-19 Pandemic. J Fam Violence. 2023;38(2):189-201. https://doi.org/10.1007/s10896-022-00372-y PMID: 35221467",journal_article,Not All Homes Are Safe: Family Violence Following the Onset of the Covid-19 Pandemic,Drotning KJ | Doan L | Sayer LC | Fish JN | Rinderknecht RG,2023,J Fam Violence,38,2,189-201,,,,,,
"37. Arenas-Arroyo E, Fernandez-Kranz D, Nollenberger N. Intimate partner violence under forced cohabitation and economic stress: Evidence from the COVID-19 pandemic. J Public Econ. 2021;194:104350. https://doi.org/10.1016/j.jpubeco.2020.104350 and PMID: 35702337",journal_article,Intimate partner violence under forced cohabitation and economic stress: Evidence from the COVID-19 pandemic,Arenas-Arroyo E | Fernandez-Kranz D | Nollenberger N,2021,J Public Econ,194,,104350,,,,,,
"38. Ebert C, Steinert JI. Violence against women and the substitution of help services in times of lockdown: triangulation of three data sources in Germany. J Econ Behav Organ. 2025;232:106879. https://doi.org/10.1016/j.jebo.2024.106879",journal_article,Violence against women and the substitution of help services in times of lockdown: triangulation of three data sources in Germany,Ebert C | Steinert JI,2025,J Econ Behav Organ,232,,106879,,,,,,
"39. Agüero J, Field E, Hurtado IR, Romero J. COVID-19, Job Loss, and Intimate Partner Violence in Peru. 2023. https://ssrn.com/abstract=3998964",working_paper,"COVID-19, Job Loss, and Intimate Partner Violence in Peru",Agüero J | Field E | Hurtado IR | Romero J,2023,SSRN,,3998964,,,,,,,
40. Abidin RR. The determinants of parenting behavior. J Clin Child Psychol. 1992;21(4):407-412. https://doi.org/10.1207/s15374424jccp2104_12,journal_article,The determinants of parenting behavior,Abidin RR,1992,J Clin Child Psychol,21,4,407-412,,,,,,
"41. Crnic KA, Greenberg MT. Minor parenting stresses with young children. Child Dev. 1990;61(5):1628-37. https://doi.org/10.1111/j.1467-8624.1990.tb02889.x PMID: 2245752",journal_article,Minor parenting stresses with young children,Crnic KA | Greenberg MT,1990,Child Dev,61,5,1628-37,,,,,,
"42. Bettio F, Ticci E. Violence against women and economic independence. European Commission, Directorate-General for Justice and Consumers. 2017. https://data.europa.eu/doi/10.2838/394400",book,Violence against women and economic independence,Bettio F | Ticci E,2017,,,,,,,,"European Commission, Directorate-General for Justice and Consumers",https://data.europa.eu/doi/10.2838/394400,
"43. Saunders DG. Barriers to Leaving an Abusive Relationship. In: Geffner R, White JW, Hamberger LK, Rosenbaum A, Vaughan-Eden V, Vieth VI, editors. Handbook of Interpersonal Violence and Abuse Across the Lifespan. Cham: Springer. 2022.",book_chapter,Barriers to Leaving an Abusive Relationship,Saunders DG,2022,,,,,,,Handbook of Interpersonal Violence and Abuse Across the Lifespan,Springer,,
44. Stahly GB. Women with Children in Violent Relationships: The Choice of Leaving May Bring the Consequence of Custodial Challenge. J Aggress Maltreat Trauma. 2000;2(2):239-251. https://doi.org/10.1300/J146v02n02_11,journal_article,Women with Children in Violent Relationships: The Choice of Leaving May Bring the Consequence of Custodial Challenge,Stahly GB,2000,J Aggress Maltreat Trauma,2,2,239-251,,,,,,
"45. Strube MJ, Barbour LS. Factors Related to the Decision to Leave an Abusive Relationship. J Marriage Fam. 1984;46(4):837. https://doi.org/10.2307/352531",journal_article,Factors Related to the Decision to Leave an Abusive Relationship,Strube MJ | Barbour LS,1984,J Marriage Fam,46,4,837,,,,,,
"46. Geprägs A, Bürgin D, Fegert JM, Brähler E, Clemens V. Parental stress and physical violence against children during the second year of the COVID-19 pandemic: results of a population-based survey in Germany. Child Adolesc Psychiatry Ment Health. 2023;17(1):25. https://doi.org/10.1186/s13034-023-00571-5 PMID: 36804027",journal_article,Parental stress and physical violence against children during the second year of the COVID-19 pandemic: results of a population-based survey in Germany,Geprägs A | Bürgin D | Fegert JM | Brähler E | Clemens V,2023,Child Adolesc Psychiatry Ment Health,17,1,25,,,,,,
"47. McNeil A, Hicks L, Yalcinoz-Ucan B, Browne DT. Prevalence & correlates of intimate partner violence during COVID-19: A rapid review. J Fam Violence. 2023;38(2):241-61. https://doi.org/10.1007/s10896-022-00386-6 and PMID: 35368512",journal_article,Prevalence & correlates of intimate partner violence during COVID-19: A rapid review,McNeil A | Hicks L | Yalcinoz-Ucan B | Browne DT,2023,J Fam Violence,38,2,241-61,,,,,,
"48. Schneider W, Waldfogel J, Brooks-Gunn J. The Great Recession and risk for child abuse and neglect. Child Youth Serv Rev. 2017;72:71-81. https://doi.org/10.1016/j.childyouth.2016.10.016 PMID: 28461713",journal_article,The Great Recession and risk for child abuse and neglect,Schneider W | Waldfogel J | Brooks-Gunn J,2017,Child Youth Serv Rev,72,,71-81,,,,,,
"49. Del Boca D, Oggero N, Profeta P. Women’s and men’s work, housework and childcare, before and during COVID-19. Rev Econ Househ. 2020;18:1001-17. https://doi.org/10.1007/s11150-020-09502-1 PMID: 32922242",journal_article,"Women’s and men’s work, housework and childcare, before and during COVID-19",Del Boca D | Oggero N | Profeta P,2020,Rev Econ Househ,18,,1001-17,,,,,,
"50. Tramontano F, Ticci E, Bettio F. Tra emergenza e normalità. Un’analisi mixed methods della violenza da partner in Toscana durante la pandemia di Covid-19. Sociol. Ric. Soc. 2025;(134):47-76. https://doi.org/10.3280/sr2024-134003",journal_article,Tra emergenza e normalità. Un’analisi mixed methods della violenza da partner in Toscana durante la pandemia di Covid-19,Tramontano F | Ticci E | Bettio F,2025,Sociol. Ric. Soc.,,134,47-76,,,,,,
"51. Raybeck D. Proxemics and Privacy: Managing the Problems of Life in Confined Environments. In: Harrison AA, Clearwater YA, McKay CP, editors. From Antarctica to Outer Space. New York, NY: Springer. 1991.",book_chapter,Proxemics and Privacy: Managing the Problems of Life in Confined Environments,Raybeck D,1991,,,,,,,From Antarctica to Outer Space,Springer,,
"52. McMinn BG, Hinton L. Confined to barracks: The effects of indoor confinement on aggressive behavior among inpatients of an acute psychogeriatric unit. Am J Alzheimers Dis. 2000;15(1):36-41. https://doi.org/10.1177/153331750001500106",journal_article,Confined to barracks: The effects of indoor confinement on aggressive behavior among inpatients of an acute psychogeriatric unit,McMinn BG | Hinton L,2000,Am J Alzheimers Dis,15,1,36-41,,,,,,
"53. Weber C, Gatersleben B, Jagannath S, Füchslin B, Delabrida ZNC. Crowding and aggression during the COVID-19 lockdown in the United Kingdom. J Environ Psychol. 2024;96:102335. https://doi.org/10.1016/j.jenvp.2024.102335",journal_article,Crowding and aggression during the COVID-19 lockdown in the United Kingdom,Weber C | Gatersleben B | Jagannath S | Füchslin B | Delabrida ZNC,2024,J Environ Psychol,96,,102335,,,,,,
"54. Kondo MC, Felker-Kantor E, Wu K, Gustat J, Morrison CN, Richardson L, et al. Stress and Distress during the COVID-19 Pandemic: The Role of Neighborhood Context. Int J Environ Res Public Health. 2022;19(5):2779. https://doi.org/10.3390/ijerph19052779 PMID: 35270488",journal_article,Stress and Distress during the COVID-19 Pandemic: The Role of Neighborhood Context,Kondo MC | Felker-Kantor E | Wu K | Gustat J | Morrison CN | Richardson L,2022,Int J Environ Res Public Health,19,5,2779,,,,,,
"55. Williams EE, Arant KR, Leifer VP, Balcom MC, Levy-Carrick NC, Lewis-O’Connor A, et al. Provider perspectives on the provision of safe, equitable, trauma-informed care for intimate partner violence survivors during the COVID-19 pandemic: a qualitative study. BMC Womens Health. 2021;21(1):315. https://doi.org/10.1186/s12905-021-01460-9",journal_article,"Provider perspectives on the provision of safe, equitable, trauma-informed care for intimate partner violence survivors during the COVID-19 pandemic: a qualitative study",Williams EE | Arant KR | Leifer VP | Balcom MC | Levy-Carrick NC | Lewis-O’Connor A,2021,BMC Womens Health,21,1,315,10.1186/s12905-021-01460-9,,,,,
"56. Sabri B, Hartley M, Saha J, Murray S, Glass N, Campbell JC. Effect of COVID-19 pandemic on women’s health and safety: A study of immigrant survivors of intimate partner violence. Health Care Women Int. 2020;41(11-12):1294-312. https://doi.org/10.1080/07399332.2020.1833012",journal_article,Effect of COVID-19 pandemic on women’s health and safety: A study of immigrant survivors of intimate partner violence,Sabri B | Hartley M | Saha J | Murray S | Glass N | Campbell JC,2020,Health Care Women Int,41,11-12,1294-312,10.1080/07399332.2020.1833012,,,,,
"57. Timelli L, Girardi E. Effect of timing of implementation of containment measures on Covid-19 epidemic. The case of the first wave in Italy. PLoS One. 2021;16(1):e0245656. https://doi.org/10.1371/journal.pone.0245656",journal_article,Effect of timing of implementation of containment measures on Covid-19 epidemic. The case of the first wave in Italy,Timelli L | Girardi E,2021,PLoS One,16,1,e0245656,10.1371/journal.pone.0245656,,,,,
58. IRPET. La Toscana un anno dopo l’epidemia. Bilancio e prospettive. 2021. https://www.irpet.it/wp-content/uploads/2023/06/toscana-un-anno-do-po-epidemia-irpet_28-04-2021.pdf,web,La Toscana un anno dopo l’epidemia. Bilancio e prospettive,IRPET,2021,,,,,,,,,https://www.irpet.it/wp-content/uploads/2023/06/toscana-un-anno-do-po-epidemia-irpet_28-04-2021.pdf,
59. ISTAT. Nota metodologica. La violenza contro le donne dentro e fuori la famiglia. Istituto Nazionale di Statistica. 2015.,book,Nota metodologica. La violenza contro le donne dentro e fuori la famiglia,ISTAT,2015,,,,,,,,Istituto Nazionale di Statistica,,
60. I centri antiviolenza e le donne che hanno avviato il percorso di uscita dalla violenza. Istituto Nazionale di Statistica. 2022. https://www.istat.it/wp-content/uploads/2023/11/reportCAV.pdf,web,I centri antiviolenza e le donne che hanno avviato il percorso di uscita dalla violenza,Istituto Nazionale di Statistica,2022,,,,,,,,,https://www.istat.it/wp-content/uploads/2023/11/reportCAV.pdf,
"61. ISTAT. Le richieste di aiuto durante la pandemia: i dati dei centri antiviolenza, delle case rifugio e delle chiamate al 1522. Istituto Nazionale di Statistica. 2020. https://www.istat.it/it/files//2021/11/Report_CAV_CaseRifugio_1522.pdf",web,"Le richieste di aiuto durante la pandemia: i dati dei centri antiviolenza, delle case rifugio e delle chiamate al 1522",ISTAT,2020,,,,,,,,Istituto Nazionale di Statistica,https://www.istat.it/it/files//2021/11/Report_CAV_CaseRifugio_1522.pdf,
"62. Verma V. Sampling for household-based surveys of child labor. ILO, IPEC. 2008.",book,Sampling for household-based surveys of child labor,Verma V,2008,,,,,,,,"ILO, IPEC",,
63. ISTAT. La violenza contro le donne. Indagine multiscopo sulle famiglie. “Sicurezza delle donne” anno 2006. Istituto Nazionale di Statistica. 2008.,book,La violenza contro le donne. Indagine multiscopo sulle famiglie. “Sicurezza delle donne” anno 2006,ISTAT,2008,,,,,,,,Istituto Nazionale di Statistica,,
64. European Union Agency for Fundamental Rights. Violence Against Women: An EU-wide Survey. Main Results. Vienna: European Union Agency for Fundamental Rights. 2014.,book,Violence Against Women: An EU-wide Survey. Main Results,European Union Agency for Fundamental Rights,2014,,,,,,,,European Union Agency for Fundamental Rights,,
"65. Tavares FF, Betti G, Bettio F, Ticci E. Stata do-file to compute the fuzzy multidimensional index of violence against women proposed by Bettio, Ticci, and Betti (2020). https://github.com/fernandoflt/vawfuzzyindex2024",web,"Stata do-file to compute the fuzzy multidimensional index of violence against women proposed by Bettio, Ticci, and Betti (2020)",Tavares FF | Betti G | Bettio F | Ticci E,,,,,,,,,,https://github.com/fernandoflt/vawfuzzyindex2024,
66. ISTAT. Censimento permanente della popolazione e delle abitazioni. https://esploradati.istat.it/databrowser/#/it/censpop,web,Censimento permanente della popolazione e delle abitazioni,ISTAT,,,,,,,,,,https://esploradati.istat.it/databrowser/#/it/censpop,2023 October 1
"67. Teixeira AL, Cerejo D, Rosa MDR, Lisboa M. Effects of the COVID-19 pandemic on the lives of women with different socioeconomic backgrounds and victimization experiences in Portugal. Soc Sci. 2022;11(6):258. https://doi.org/10.3390/socsci11060258",journal_article,Effects of the COVID-19 pandemic on the lives of women with different socioeconomic backgrounds and victimization experiences in Portugal,Teixeira AL | Cerejo D | Rosa MDR | Lisboa M,2022,Soc Sci,11,6,258,10.3390/socsci11060258,,,,,
"68. Kliem S, von Thadden A, Lohmann A, Kröger C, Baier D. The Effect of the Covid-19 Pandemic on Domestic Violence in Germany: A Comparison of Three Representative Population Surveys. J Interpers Violence. 2023;38(11-12):7296-314. https://doi.org/10.1177/08862605221143194",journal_article,The Effect of the Covid-19 Pandemic on Domestic Violence in Germany: A Comparison of Three Representative Population Surveys,Kliem S | von Thadden A | Lohmann A | Kröger C | Baier D,2023,J Interpers Violence,38,11-12,7296-314,10.1177/08862605221143194,,,,,
"69. Gama A, Pedro AR, De Carvalho MJL, Guerreiro AE, Duarte V, Quintas J, Dias S. Domestic violence during the COVID-19 pandemic in Portugal. Port J Public Health. 2021;38(Suppl. 1):32-40. https://doi.org/10.1159/000514341",journal_article,Domestic violence during the COVID-19 pandemic in Portugal,Gama A | Pedro AR | De Carvalho MJL | Guerreiro AE | Duarte V | Quintas J | Dias S,2021,Port J Public Health,38,Suppl. 1,32-40,10.1159/000514341,,,,,
"70. Pachana NA, Brilleman SL, Dobson AJ. Reporting of life events over time: methodological issues in a longitudinal sample of women. Psychol Assess. 2011;23(1):277-81. https://doi.org/10.1037/a0021337",journal_article,Reporting of life events over time: methodological issues in a longitudinal sample of women,Pachana NA | Brilleman SL | Dobson AJ,2011,Psychol Assess,23,1,277-81,10.1037/a0021337,,,,,
71. Fricker S. An Experimental Comparison of Web and Telephone Surveys. Public Opin Q. 2005;69(3):370-92. https://doi.org/10.1093/poq/nfi027,journal_article,An Experimental Comparison of Web and Telephone Surveys,Fricker S,2005,Public Opin Q,69,3,370-92,10.1093/poq/nfi027,,,,,
"72. Zhang X, Kuchinke L, Woud ML, Velten J, Margraf J. Survey method matters: Online/offline questionnaires and face-to-face or telephone interviews differ. Comput Human Behav. 2017;71:172-80. https://doi.org/10.1016/j.chb.2017.02.006",journal_article,Survey method matters: Online/offline questionnaires and face-to-face or telephone interviews differ,Zhang X | Kuchinke L | Woud ML | Velten J | Margraf J,2017,Comput Human Behav,71,,172-80,10.1016/j.chb.2017.02.006,,,,,
"73. Simmons J, Swahnberg K. Can nonresponse bias and known methodological differences explain the large discrepancies in the reported prevalence rate of violence found in Swedish studies?. PLoS One. 2019;14(5):e0216451. https://doi.org/10.1371/journal.pone.0216451",journal_article,Can nonresponse bias and known methodological differences explain the large discrepancies in the reported prevalence rate of violence found in Swedish studies?,Simmons J | Swahnberg K,2019,PLoS One,14,5,e0216451,10.1371/journal.pone.0216451,,,,,
